semantic_field,concepticon_id1,concepticon_gloss1,concepticon_id2,concepticon_gloss2,evidence
The physical world,948,water,891,tide,133
The physical world,948,water,978,wave,41
The physical world,965,world,891,tide,119
The physical world,1388,shade,1026,low tide,128
The physical world,141,burn,1026,low tide,127
The physical world,1430,star,1026,low tide,128
The physical world,1489,cloud,1026,low tide,128
The physical world,1803,wood,1026,low tide,127
The physical world,2125,stone or rock,1026,low tide,123
The physical world,630,light,1026,low tide,127
The physical world,737,light,1026,low tide,127
The physical world,1489,cloud,11,darkness,2
The physical world,1388,shade,113,shore,7
The physical world,1388,shade,1155,cave,13
The physical world,11,darkness,166,mainland,60
The physical world,1388,shade,166,mainland,62
The physical world,1430,star,166,mainland,62
The physical world,1489,cloud,166,mainland,62
The physical world,249,fog,166,mainland,57
The physical world,630,light,166,mainland,61
The physical world,737,light,166,mainland,61
The physical world,948,water,166,mainland,62
The physical world,11,darkness,1662,cape,123
The physical world,1388,shade,1662,cape,125
The physical world,1430,star,1662,cape,125
The physical world,1489,cloud,1662,cape,125
The physical world,1654,lightning,1662,cape,123
The physical world,1977,dew,1662,cape,117
The physical world,630,light,1662,cape,124
The physical world,737,light,1662,cape,124
The physical world,1388,shade,1733,rainbow,10
The physical world,630,light,1733,rainbow,9
The physical world,1388,shade,1768,foam,8
The physical world,1313,moon,1982,whirlpool,42
The physical world,1388,shade,1982,whirlpool,42
The physical world,1430,star,1982,whirlpool,42
The physical world,1489,cloud,1982,whirlpool,42
The physical world,1388,shade,2,dust,2
The physical world,1489,cloud,2144,spring or well,4
The physical world,11,darkness,259,rough,62
The physical world,1388,shade,259,rough,64
The physical world,141,burn,259,rough,63
The physical world,1489,cloud,259,rough,64
The physical world,1733,rainbow,259,rough,54
The physical world,1768,foam,259,rough,56
The physical world,1803,wood,259,rough,63
The physical world,568,rise,259,rough,62
The physical world,630,light,259,rough,63
The physical world,737,light,259,rough,63
The physical world,1489,cloud,27,air,35
The physical world,568,rise,27,air,33
The physical world,1489,cloud,3311,flowing body of water,1
The physical world,1430,star,6,earthquake,32
The physical world,1489,cloud,6,earthquake,32
The physical world,1388,shade,613,high tide,127
The physical world,141,burn,613,high tide,126
The physical world,1430,star,613,high tide,127
The physical world,1489,cloud,613,high tide,127
The physical world,1803,wood,613,high tide,126
The physical world,2125,stone or rock,613,high tide,122
The physical world,630,light,613,high tide,126
The physical world,737,light,613,high tide,126
The physical world,1489,cloud,618,precipice,23
The physical world,1388,shade,622,island,39
The physical world,1489,cloud,622,island,39
The physical world,948,water,622,island,39
The physical world,1388,shade,624,lake,19
The physical world,1489,cloud,624,lake,19
The physical world,630,light,624,lake,18
The physical world,1489,cloud,626,land,3
The physical world,1430,star,645,ocean,52
The physical world,1489,cloud,645,ocean,52
The physical world,1803,wood,645,ocean,51
The physical world,2125,stone or rock,645,ocean,47
The physical world,3311,flowing body of water,645,ocean,51
The physical world,630,light,645,ocean,51
The physical world,11,darkness,663,bay,123
The physical world,1430,star,663,bay,125
The physical world,1489,cloud,663,bay,125
The physical world,1654,lightning,663,bay,123
The physical world,630,light,663,bay,124
The physical world,1388,shade,858,storm,17
The physical world,1489,cloud,858,storm,17
The physical world,10,firewood,891,tide,128
The physical world,1388,shade,891,tide,133
The physical world,141,burn,891,tide,132
The physical world,1430,star,891,tide,133
The physical world,1489,cloud,891,tide,133
The physical world,1654,lightning,891,tide,131
The physical world,1803,wood,891,tide,132
The physical world,2125,stone or rock,891,tide,128
The physical world,249,fog,891,tide,128
The physical world,630,light,891,tide,132
The physical world,737,light,891,tide,132
The physical world,1430,star,921,valley,23
The physical world,1489,cloud,921,valley,23
The physical world,3311,flowing body of water,921,valley,22
The physical world,1388,shade,943,waterfall,43
The physical world,1430,star,943,waterfall,43
The physical world,1489,cloud,943,waterfall,43
The physical world,420,forest,943,waterfall,42
The physical world,737,light,952,weather,54
The physical world,11,darkness,978,wave,39
The physical world,1430,star,978,wave,41
The physical world,1489,cloud,978,wave,41
The physical world,1654,lightning,978,wave,39
Time,1174,yesterday,1276,autumn,55
Time,1174,yesterday,1469,week,37
Time,1174,yesterday,1537,springtime,50
Time,1174,yesterday,1692,friday,47
Time,1174,yesterday,1693,thursday,46
Time,1174,yesterday,1694,wednesday,46
Time,1174,yesterday,1695,tuesday,46
Time,1174,yesterday,1697,monday,44
Time,1174,yesterday,1699,sunday,39
Time,1174,yesterday,1700,saturday,44
Time,1229,old,1276,autumn,55
Time,1229,old,1342,summer,14
Time,1229,old,1353,hour,28
Time,1229,old,1471,winter,14
Time,1229,old,1537,springtime,50
Time,1229,old,1692,friday,47
Time,1229,old,1693,thursday,46
Time,1229,old,1694,wednesday,46
Time,1229,old,1695,tuesday,46
Time,1229,old,1697,monday,44
Time,1229,old,1699,sunday,39
Time,1229,old,1700,saturday,44
Time,1231,new,1186,last,30
Time,1231,new,1226,year,3
Time,1231,new,1276,autumn,56
Time,1231,new,1323,clock,29
Time,1231,new,1353,hour,29
Time,1231,new,1370,month,1
Time,1231,new,1469,week,38
Time,1231,new,1471,winter,15
Time,1231,new,1544,sometimes,22
Time,1231,new,1656,never,23
Time,1231,new,1676,always,11
Time,1231,new,1692,friday,48
Time,1231,new,1693,thursday,47
Time,1231,new,1694,wednesday,47
Time,1231,new,1695,tuesday,47
Time,1231,new,1697,monday,45
Time,1231,new,1699,sunday,40
Time,1231,new,1700,saturday,45
Time,1231,new,1852,often,19
Time,1231,new,691,season,43
Time,1283,today,1174,yesterday,1
Time,1283,today,1179,day after tomorrow,15
Time,1283,today,1180,day before yesterday,18
Time,1283,today,1276,autumn,56
Time,1283,today,1323,clock,29
Time,1283,today,1342,summer,15
Time,1283,today,1353,hour,29
Time,1283,today,1469,week,38
Time,1283,today,1471,winter,15
Time,1283,today,1537,springtime,51
Time,1283,today,1692,friday,48
Time,1283,today,1693,thursday,47
Time,1283,today,1694,wednesday,47
Time,1283,today,1695,tuesday,47
Time,1283,today,1697,monday,45
Time,1283,today,1699,sunday,40
Time,1283,today,1700,saturday,45
Time,1329,tomorrow,1353,hour,29
Time,1329,tomorrow,1469,week,38
Time,1329,tomorrow,1692,friday,48
Time,1329,tomorrow,1693,thursday,47
Time,1329,tomorrow,1694,wednesday,47
Time,1329,tomorrow,1695,tuesday,47
Time,1329,tomorrow,1697,monday,45
Time,1329,tomorrow,1699,sunday,40
Time,1329,tomorrow,1700,saturday,45
Time,1342,summer,1276,autumn,41
Time,1370,month,1276,autumn,55
Time,1370,month,1471,winter,14
Time,1376,now,1469,week,36
Time,1376,now,703,soon,19
Time,1631,fast,1186,last,28
Time,1631,fast,1323,clock,27
Time,1631,fast,1692,friday,46
Time,1631,fast,1693,thursday,45
Time,1631,fast,1694,wednesday,45
Time,1631,fast,1699,sunday,38
Time,1631,fast,1700,saturday,43
Time,1693,thursday,1692,friday,1
Time,1694,wednesday,1692,friday,1
Time,1695,tuesday,1692,friday,1
Time,1697,monday,1692,friday,3
Time,1697,monday,1695,tuesday,2
Time,1766,finish,12,midday,28
Time,1766,finish,1323,clock,29
Time,1766,finish,1469,week,38
Time,1766,finish,1544,sometimes,22
Time,1766,finish,1656,never,23
Time,1766,finish,1692,friday,48
Time,1766,finish,1693,thursday,47
Time,1766,finish,1694,wednesday,47
Time,1766,finish,1695,tuesday,47
Time,1766,finish,1697,monday,45
Time,1766,finish,1699,sunday,40
Time,1766,finish,1700,saturday,45
Time,1766,finish,1852,often,19
Time,1766,finish,204,again,4
Time,1766,finish,703,soon,21
Time,1766,finish,729,dawn,7
Time,1766,finish,790,ready,23
Time,701,slow,1186,last,30
Time,701,slow,12,midday,28
Time,701,slow,1323,clock,29
Time,701,slow,1469,week,38
Time,701,slow,1544,sometimes,22
Time,701,slow,1656,never,23
Time,701,slow,1692,friday,48
Time,701,slow,1693,thursday,47
Time,701,slow,1694,wednesday,47
Time,701,slow,1695,tuesday,47
Time,701,slow,1697,monday,45
Time,701,slow,1699,sunday,40
Time,701,slow,1700,saturday,45
Time,701,slow,1852,often,19
Time,701,slow,204,again,4
Time,701,slow,425,be late,13
Time,701,slow,703,soon,21
Time,701,slow,729,dawn,7
Time,701,slow,754,hurry,5
Time,701,slow,790,ready,23
Time,1766,finish,1186,last,30
Time,1329,tomorrow,12,midday,28
Time,1283,today,1207,young,7
Time,1370,month,1323,clock,28
Time,1329,tomorrow,1339,morning,2
Time,1766,finish,1376,now,2
Time,701,slow,1376,now,2
Time,1370,month,1469,week,37
Time,1174,yesterday,1544,sometimes,21
Time,1283,today,1544,sometimes,22
Time,1329,tomorrow,1544,sometimes,22
Time,1766,finish,1631,fast,2
Time,701,slow,1631,fast,2
Time,1283,today,1656,never,23
Time,1329,tomorrow,1656,never,23
Time,1370,month,1656,never,22
Time,1329,tomorrow,1676,always,11
Time,1226,year,1692,friday,45
Time,1370,month,1692,friday,47
Time,1700,saturday,1692,friday,3
Time,1226,year,1693,thursday,44
Time,1370,month,1693,thursday,46
Time,1226,year,1694,wednesday,44
Time,1370,month,1694,wednesday,46
Time,1226,year,1695,tuesday,44
Time,1370,month,1695,tuesday,46
Time,1226,year,1697,monday,42
Time,1370,month,1697,monday,44
Time,1370,month,1699,sunday,39
Time,1226,year,1700,saturday,42
Time,1370,month,1700,saturday,44
Time,1174,yesterday,1789,age,22
Time,1231,new,1789,age,23
Time,1283,today,1789,age,23
Time,1370,month,1789,age,22
Time,1329,tomorrow,1807,afternoon,19
Time,1174,yesterday,1852,often,18
Time,1283,today,1852,often,19
Time,1370,month,1852,often,18
Time,1766,finish,1882,before,35
Time,701,slow,1882,before,35
Time,1174,yesterday,1963,immediately,8
Time,1283,today,1963,immediately,9
Time,1766,finish,1963,immediately,9
Time,701,slow,1963,immediately,9
Time,1283,today,204,again,4
Time,1329,tomorrow,418,for a long time,18
Time,1283,today,425,be late,13
Time,1766,finish,425,be late,13
Time,1329,tomorrow,477,late,12
Time,1174,yesterday,672,early,14
Time,1283,today,672,early,15
Time,1329,tomorrow,672,early,15
Time,1283,today,703,soon,21
Time,1283,today,743,end,17
Time,1766,finish,754,hurry,5
Time,1231,new,892,time,38
Time,1283,today,892,time,38
Time,1329,tomorrow,892,time,38
Time,1766,finish,892,time,38
Time,701,slow,892,time,38
Warfare and hunting,1423,fight,1022,booty,62
Warfare and hunting,1423,fight,1561,army,36
Warfare and hunting,1423,fight,1671,tower,68
Warfare and hunting,1423,fight,1696,surrender,42
Warfare and hunting,1423,fight,1938,fortress,74
Warfare and hunting,1423,fight,951,weapons,43
Warfare and hunting,1941,soldier,1938,fortress,63
