concepticon_id,concepticon_gloss,semantic_field,ontological_category,semantic_category,lex_wold,lex_ids,wl_mean,wl_cvar,en,do_mean,do_cvar,ins,cd,aoa_self,conc,sens,tax,freq_subtitleus,cd_subtitleus,freq_german,freq_spanish,freq_bbc,freq_cbeebies,freq_cbbc,freq_bnc,cd_bbc,cd_cbeebies,cd_cbbc,known_percentage,prevalence,valence_warriner,arousal_warriner,dominance_warriner,perceptual_max,perceptual_aggregated,action_max,action_aggregated,sensor_max,valence_mohammad,arousal_mohammad,dominance_mohammad
1245,butter,Food and drink,Person/Thing,Noun,0.867523,0.554344,40.918372,0.956029,77.541821,124.94195,0.74779,3.22e-4,1338.178582,5.78,4.9,6.766638915,5,20.4507,740.699978,10.551307,14.807444,47.965506,64.799828,35.77469,22.453521,582.570911,232.683983,427.952329,1,2.575829,6.36,3.37,5.67,4.611111,5.775524,4.444444,4.893404,4.611111,0.65,0.292,0.202
1246,small,Spatial relations,Property,Adjective,1,0.995953,629.566204,0.553667,325.910053,1309.54564,0.76929,0.001547,5396.321566,3.22,3.22,4.527132436,0,124.978682,3889.50033,71.615025,230.669207,269.667777,724.937384,205.833023,468.384026,4836.779702,2359.307359,2766.34164,0.994792,2.320525,5.76,3.43,4.53,3.833333,4.164358,2.333333,2.739763,3.833333,0.542,0.205,0.12
1247,ear,The body,Person/Thing,Noun,1,0.988289,69.627181,0.341458,63.651142,290.66981,1.16497,4.33e-4,1208.543459,3.63,5,5.396707067,7,32.01917,1218.357913,29.724763,15.696852,25.442788,87.026681,40.843384,30.313834,744.590257,530.30303,675.334056,0.989071,2.148938,5.86,3.5,6.74,3.833333,4.781606,3.619048,3.630468,3.833333,0.469,0.216,0.231
1248,eye,The body,Person/Thing,Noun,1,1,386.023971,0.506737,315.043491,552.09109,1.10215,0.001269,6028.774844,3.75,4.9,6.105827573,7,111.802391,3540.61193,91.260928,64.854681,134.471978,147.552114,182.987173,100.898599,3264.187611,882.034632,2448.537378,0.994859,2.322985,6.18,3.95,5.72,4.611111,4.681712,5,5.000219,5,0.531,0.265,0.425
1252,house,The house,Person/Thing,Noun,1,1,427.675241,0.949728,502.71235,2695.96849,0.62481,0.001553,9269.652922,3.16,5,5.849844282,7,514.012573,6648.690293,404.178034,1378.294182,670.718902,640.646316,314.920117,536.598053,5385.942311,1922.799423,2901.769592,0.994595,2.313363,7.19,3.95,6.41,4.875,4.982366,3.428571,4.245157,4.875,0.587,0.135,0.533
1257,wing,The body,Person/Thing,Noun,1,0.989965,20.504598,0.504941,38.90837,147.98212,0.90386,2.41e-4,1083.654702,4.79,4.86,4.50424909,6,20.254625,640.545895,19.685273,15.023786,28.541335,26.159297,29.236811,30.735298,752.014324,133.477633,377.39256,1,2.575829,6.15,4.32,6.5,4.1,4.411416,1.578947,1.768871,4.1,0.562,0.255,0.389
1258,fingernail,The body,Person/Thing,Noun,1,1,16.674092,1.092832,3.038586,90.48835,0.4401,3.2e-5,61.406111,4,4.93,5.803259614,8,1.352923,56.13031,0.511817,3.725899,0.599879,0.85487899999999994,1.763024,0.705953,22.490556,9.018759,28.891296,0.984733,2.05139,5.57,3.5,4.73,3.75,4.489945,4.631579,4.71658,4.631579,0.418,0.415,0.153
1261,sing,Speech and language,Action/Process,Verb,1,0.987536,59.349445,1.108933,18.202577,349.41001,2.06543,2.22e-4,1244.141204,3.47,4.34,6.064407459,4,97.606507,1922.738279,50.551782,37.595523,87.438515,441.972438,118.416429,22.695863,1315.588357,1661.255411,1090.646443,0.997442,2.430838,7.5,4.1,6.67,4.875,5.133074,4.083333,4.444291,4.875,0.858,0.606,0.42
1262,brother,Kinship,Person/Thing,Noun,0.830116,0.834258,152.470756,0.589493,171.000045,1667.1301,1.04122,3.46e-4,3330.169089,3.63,4.43,5.082499671,7,283.956898,4177.856042,344.925361,391.748235,41.252814,78.13594,40.255709,37.910731,976.701531,326.479076,592.271578,0.992405,2.240816,6.18,4.48,5.46,3.842105,4.598553,3.105263,3.24107,3.842105,0.823,0.361,0.546
1263,sister,Kinship,Person/Thing,Noun,0.836737,0.817176,112.911164,0.441897,177.713873,763.10009,1.00018,2.6e-4,2947.196678,3.68,4,5.270912852,7,180.546549,3353.510896,221.183732,215.308887,80.353997,69.58715,110.997037,78.634737,1644.649213,515.873016,1435.536295,0.995025,2.329157,7,3.86,5.59,4.210526,5.134476,1.96,2.22935,4.210526,0.916,0.324,0.562
1267,narrow,Spatial relations,Property,Adjective,0.974618,0.989205,18.718378,0.559556,19.432481,107.24591,0.76431,9.1e-5,295.461287,7.57,3.04,4.493029662,0,7.039119,341.184239,1.41734,3.197062,17.589831,7.180984,7.56631,52.946477,594.362076,32.467532,162.513543,0.997619,2.439336,4.95,4.53,5.19,4.052632,4.181136,1.833333,2.601578,4.052632,0.26,0.368,0.356
1273,candle,The house,Person/Thing,Noun,0.974634,0.869262,18.370337,0.494384,23.18007,161.13287,2.25399,2.3e-4,425.096411,5.37,4.86,6.032885779,9,8.039106,321.373542,6.771734,10.576746,6.102898,7.693911,4.848315,8.4609,176.649125,45.093795,88.479596,0.995122,2.332802,6.14,3.81,6.08,4.647059,5.50331,3.368421,3.753818,4.647059,0.602,0.221,0.344
1274,salt,Food and drink,Person/Thing,Noun,1,0.994987,59.59041,0.842324,67.659182,227.41108,1.10735,3.45e-4,1196.974192,5.05,4.89,5.715969578,8,19.529144,674.664319,11.889905,111.897161,49.304079,30.604668,34.378963,31.557154,708.343341,86.580087,395.449621,0.989924,2.170756,6.05,4.53,6.04,4.5,5.163581,3.473684,3.661286,4.5,0.323,0.312,0.306
1275,answer,Speech and language,Action/Process,Verb,1,0.975182,274.546834,0.619398,300.284645,257.371,0.90944,3.38e-4,4616.73094,5.43,2.96,5.893838049,2,176.213275,4782.082324,36.929573,19.68717,361.573158,280.229333,290.164326,151.959022,3593.466821,1120.12987,2345.612134,0.997636,2.440158,6.1,4,5.95,3.823529,4.06961,3.1,3.50186,3.823529,0.537,0.373,0.661
1276,autumn,Time,Person/Thing,Noun,0.761802,0.630691,57.648057,0.787219,13.644698,99.29355,0.58021,1e-4,259.566894,6,3.27,4.849100295,6,3.80387,154.083205,7.480404,12.115181,25.913768,27.014176,6.53788,41.292984,635.4128,110.02886,119.176598,1,2.575829,7.12,3.21,5.17,3.904762,4.092287,3.15,3.569701,3.904762,0.765,0.204,0.45
1277,hand,The body,Person/Thing,Noun,1,1,349.512954,0.518302,371.184985,880.94665,0.68135,9.37e-4,7056.659745,2.74,4.72,5.97988817,7,279.662839,6122.606207,229.018471,255.981282,272.999335,297.83984,352.163994,372.500854,5061.466908,1800.1443,3986.998917,0.993103,2.262684,5.9,3.98,5.88,4.25,5.02065,4.421053,4.435797,4.421053,0.542,0.314,0.434
1287,cold,Sense perception,Property,Adjective,1,0.988985,183.876437,0.477639,163.215477,237.99456,0.92486,0.001894,3105.013349,3.95,3.85,6.617555999,0,130.174689,3863.086066,75.040262,82.546692,0.356953,0.170976,0.367297,2.539324,14.629779,1.803752,9.02853,0.99162,2.217453,4.32,3.55,5.17,4.105263,4.931197,3.631579,5.538418,4.105263,0.398,0.538,0.348
1289,baby,Kinship,Person/Thing,Noun,0.953007,0.990499,91.023977,0.902936,352.418099,329.59705,1.63139,0.001681,6456.541086,3.84,5,6.634214336,7,509.385185,5600.924499,1.377969,232.448023,194.90108,327.760605,256.519956,95.57761,2379.850209,959.59596,2083.78476,0.99284,2.254311,6.67,4.97,4.94,4.380952,6.344127,2.611111,3.32175,4.380952,0.837,0.365,0.455
1290,elephant,Animals,Person/Thing,Noun,0.761512,0.581304,15.280277,0.84444,15.959811,175.17762,1.73951,2.76e-4,285.671907,4.8,5,5.241977205,12,11.392001,346.687211,7.126069,10.192137,21.803855,169.437016,57.445191,9.651537,419.241435,654.761905,529.071867,0.997449,2.431149,6.17,4.23,4.23,4.35,5.128716,2.047619,2.090538,4.35,0.531,0.51,0.615
1292,bad,Emotions and values,Property,Adjective,1,1,404.533147,0.788144,671.295996,640.87697,0.77819,0.001794,9361.910412,2.79,1.68,4.915414491,0,545.188617,7940.788026,189.647924,224.68373,364.364329,226.713908,517.153633,162.990855,5881.607966,1204.906205,5305.164319,1,2.575829,3.24,4.86,3.56,2.7,3.925588,3.263158,3.876842,3.263158,0.125,0.625,0.373
1297,leg,The body,Person/Thing,Noun,0.951122,0.982157,106.350177,0.708955,91.765297,635.79036,1.48444,6.34e-4,1749.62919,3,4.83,5.604098647,8,56.528638,1748.844376,50.630523,51.537597,75.138523,71.980811,95.276742,56.455169,1424.329105,386.002886,1359.696641,0.997382,2.427978,6.22,2.75,5.5,3.823529,4.456883,4.4,4.439034,4.4,0.51,0.373,0.313
1300,country,Social and political relations,Person/Thing,Noun,0.845755,0.902274,754.349613,0.725307,635.122353,317.20167,1.00343,0.00118,11172.05577,6.39,4.17,4.010839509,7,161.86053,3630.860665,225.790086,166.367401,444.500189,41.034192,151.399665,336.181151,5083.3024,268.759019,1971.830986,0.997506,2.433887,6.14,3.71,6.35,2.882353,3.135753,3,3.229672,3,0.698,0.394,0.693
1301,foot,The body,Person/Thing,Noun,1,1,114.45974,0.607489,148.760489,573.51628,0.94613,6.59e-4,2779.590626,3.44,4.9,5.689749252,8,64.940288,2261.72133,58.465262,103.435764,119.316366,246.376125,186.145924,148.57677,2783.37009,1349.206349,2369.086313,0.997653,2.44097,4.68,2.77,5.97,4.105263,4.502204,4.526316,4.529627,4.526316,0.49,0.29,0.254
1303,finger,The body,Person/Thing,Noun,1,0.996179,95.159483,0.825568,87.135071,186.42756,1.04695,5.27e-4,1698.012459,3.43,5,6.135020297,7,36.685772,1417.565485,83.426189,45.816539,33.900582,100.020842,59.72243,34.054331,984.562308,487.012987,821.596244,0.997506,2.433887,5.8,4.15,5.32,4.105263,5.085096,4.588235,4.632618,4.588235,0.321,0.264,0.291
1304,child,Kinship,Person/Thing,Noun,1,1,675.665308,0.373187,1022.990622,4924.11303,0.91946,0.002994,17500.148324,4.28,4.78,5.437756674,5,301.113526,4964.780982,303.979992,268.889719,154.27789,92.668883,313.59785,45.90802,2551.913881,322.871573,2670.63922,0.997549,2.435945,6.48,5.69,5.13,4.266667,5.357725,2.333333,3.084395,4.266667,0.837,0.5,0.417
1305,chimney,The house,Person/Thing,Noun,0.722784,0.607811,2.957316,1.045432,2.430869,94.86645,0.56661,4.4e-5,43.607238,6.58,5,4.926455487,9,4.196021,154.083205,0.078741,8.437358,7.981857,9.232693,5.656368,7.112213,196.301068,64.935065,93.896714,0.989556,2.161213,4.89,2.45,5.19,4.294118,4.661073,2.52381,2.635235,4.294118,0.583,0.286,0.225
1306,queen,Social and political relations,Person/Thing,Noun,0.733659,0.608839,30.209533,0.459671,56.590047,96.4547,0.52804,3.95e-4,1063.482646,4.42,4.45,4.338439067,7,54.705134,1308.606648,34.842934,61.729733,121.274647,83.607165,110.923578,84.914558,1782.212809,261.544012,1128.566269,0.997494,2.433288,6.52,5.05,6.04,3.888889,4.046217,2.318182,2.488704,3.888889,0.875,0.692,0.86
1307,language,Speech and language,Person/Thing,Noun,0.976504,0.972231,220.508718,0.860119,88.654364,1065.15085,2.09952,6.11e-4,1586.472857,6.79,2.35,6.161194603,3,35.117166,1297.600704,34.331117,14.086302,65.937078,14.532943,27.10649,197.867042,1584.601611,99.206349,429.758035,0.995575,2.350245,6.38,3.7,7.37,4.75,5.191797,3.894737,4.545825,4.75,0.677,0.337,0.704
1309,ask,Speech and language,Action/Process,Verb,1,0.998875,363.809199,0.726901,609.540353,585.64953,0.67572,2.49e-4,5175.318896,2.89,2.52,5.090093978,4,483.15025,7720.669161,201.734682,52.643347,0.416445,0.170976,0.146919,2.044103,16.594973,1.803752,3.611412,0.997506,2.433887,5.95,3.48,6.29,3.588235,3.785529,2.8,3.252948,3.588235,0.531,0.44,0.459
1312,fox,Animals,Person/Thing,Noun,0.784124,0.799267,8.392645,1.073896,39.805477,285.4083,1.64973,1.28e-4,800.05933,5.017476,4.97,4.5154785650000004,13,21.627155,451.243672,4.842577,8.317168,28.590912,52.48957,26.959572,24.53977,456.580125,142.496392,270.855905,0.99511,2.332353,5.52,4.36,5.5,4.058824,4.186741,2.6,2.653336,4.058824,0.323,0.555,0.491
1313,moon,The physical world,Person/Thing,Noun,1,0.989965,42.510661,0.618486,62.536994,219.2928,1.30545,4.29e-4,1108.573124,4.83,4.9,5.246605218,7,49.979708,1285.494167,29.291687,66.032546,54.564172,295.104228,71.402462,31.378031,1018.625674,871.212121,763.813651,0.995157,2.33414,7,3.43,6.11,4.777778,4.778123,3.272727,3.281495,4.777778,0.673,0.233,0.547
1316,tent,The house,Person/Thing,Noun,0.80957,0.674887,14.815766,0.550512,16.625406,228.41558,2.18902,2.12e-4,303.767428,5.16,4.96,5.505573542,7,17.509564,490.865067,12.24424,0.600951,16.340497,54.883231,37.611173,12.243543,344.564054,144.300144,395.449621,0.995283,2.338919,6.23,3.38,5.91,4.8125,5.245076,2.263158,2.826656,4.8125,0.51,0.275,0.333
1322,breakfast,Food and drink,Person/Thing,Noun,0.889818,0.687993,66.337725,0.561301,97.393916,110.61804,0.54078,3.26e-4,1865.618511,3.47,4.43,7.002864876,7,66.312818,2164.869029,39.724882,42.691591,43.67216,95.404495,68.757926,46.961681,1128.894906,438.311688,1023.83532,1,2.575829,7.39,5,6.83,4.625,6.041077,4.421053,4.972577,4.625,0.885,0.33,0.429
1323,clock,Time,Person/Thing,Noun,0.986038,0.809932,35.266598,1.379523,42.742776,98.32331,0.56971,2.97e-4,804.2124,4.42,5,5.064729917,10,58.646256,1804.974686,265.200004,51.561635,77.394265,152.16846,71.990136,30.882811,1247.024914,651.154401,875.767425,0.994334,2.30408,5.65,3.35,5.24,4.315789,4.654651,2.941176,3.074831,4.315789,0.677,0.173,0.407
1324,slip,Motion,Action/Process,Verb,1,0.947028,13.872923,0.931127,35.073964,104.48801,0.53282,7.7e-5,411.15396,6.17,4.1,5.516784253,2,25.901606,1149.020471,0.511817,0.408647,21.471691,24.962467,28.722595,24.697819,734.327576,128.066378,590.465872,0.997512,2.434185,4.33,4.7,3.81,3.888889,4.756614,3.55,3.921005,3.888889,0.316,0.714,0.321
1325,friend,Social and political relations,Person/Thing,Noun,1,0.973546,537.503611,0.481724,885.921454,829.63096,0.95452,0.00153,16975.971522,3.57,3.07,4.933733037,4,419.307987,6800.572309,427.131063,707.295825,192.739533,358.194297,300.815927,177.689429,3569.666135,1924.603175,3280.967858,0.997389,2.428302,6.79,4.29,6.31,3.736842,4.591158,2.222222,2.856987,3.736842,0.906,0.413,0.573
1332,neighbour,Social and political relations,Person/Thing,Noun,0.936486,0.885818,92.419483,0.352822,64.967863,209.80652,1.04153,8.4e-5,1224.562444,5.06,4.64,5.347002421,4,16.960552,686.770856,11.53557,23.14865,17.218005,8.54879,11.459654,18.72356,531.039151,45.093795,225.713254,0.969543,1.809943,5.6,3.72,5.12,4.375,4.965703,2.666667,3.121933,4.375,0.657,0.448,0.434
1333,neck,The body,Person/Thing,Noun,1,0.993932,41.070112,0.437673,40.065927,311.9236,0.95265,1.69e-4,778.404034,3,5,5.578241937,6,59.528597,2159.366058,57.126663,56.465399,44.837213,42.572974,72.063596,59.37381,1220.822325,248.917749,1009.389671,1,2.575829,5.44,3.65,5.17,3.933333,4.797864,3.9,3.981845,3.933333,0.541,0.245,0.345
1336,eat,Food and drink,Action/Process,Verb,1,1,396.021262,0.994275,402.902035,2109.38636,0.78608,6.39e-4,4395.431623,2.78,4.44,6.71596393,1,251.898513,5321.373542,222.522331,196.751506,160.435323,542.164256,424.080671,79.551423,2767.866891,2379.148629,3593.355002,0.994832,2.322007,7.1,4.38,7.26,4.526316,5.340882,4.85,5.320006,4.85,0.731,0.5,0.464
1337,pig,Animals,Person/Thing,Noun,1,0.975599,26.965717,0.298092,31.008047,587.22664,1.33399,5.35e-4,565.114209,3.84,5,4.927050121,14,39.156327,1163.328197,61.8905,40.047405,2.96469,5.30025,8.374363,1.538345,89.962225,19.84127,124.593716,0.994792,2.320525,4.83,3.68,5.04,3.75,4.549476,1.894737,2.333104,3.75,0.343,0.368,0.324
1338,peace,Warfare and hunting,Person/Thing,Noun,0.884618,0.754163,86.544744,0.628187,103.369802,154.29994,0.93241,4.74e-4,1940.967072,6.32,1.62,3.814522384,5,69.626498,2055.910192,63.229098,156.511797,55.327654,27.698079,40.549546,93.575654,1306.854161,209.235209,671.722644,0.995134,2.33325,7.75,4.65,7.17,2.352941,3.044808,2.736842,3.010171,2.736842,0.939,0.156,0.613
1342,summer,Time,Person/Thing,Noun,0.919692,0.900086,165.054814,0.5698,272.893962,156.24357,1.26046,5.59e-4,5229.30881,4.33,3.64,5.288410754,6,78.685198,1793.968743,33.504335,70.888234,100.194613,61.722263,66.407228,119.55894,2249.71068,304.834055,864.933189,0.992042,2.229872,7.5,5.48,6.61,3.904762,4.445958,2.842105,3.915331,3.904762,0.812,0.373,0.55
1343,sun,The physical world,Person/Thing,Noun,1,1,211.727033,0.513622,140.614185,503.85608,1.07585,9.7e-4,2692.969445,3.4,4.83,5.928948427,7,69.685321,2154.96368,64.370844,88.219674,102.594128,314.082541,111.290874,121.45553,2104.067952,1309.52381,1359.696641,0.990338,2.181717,6.92,4.64,4.98,4.7,4.924607,3.529412,4.46452,4.7,0.877,0.4,0.681
1346,throat,The body,Person/Thing,Noun,1,0.996077,35.350536,0.478413,24.728302,136.07758,0.66046,1.14e-4,487.985761,5.09,4.97,5.914023937,8,36.038722,1364.736958,13.425356,24.614972,14.575565,22.739781,22.184716,34.033258,501.779593,147.907648,438.786566,0.99536,2.34186,4.76,4.2,5.84,3.388889,4.514871,4.85,4.860344,4.85,0.35,0.538,0.346
1350,monkey,Animals,Person/Thing,Noun,0.895966,0.864103,15.907169,0.629048,24.655955,363.60494,2.09295,3.15e-4,452.981311,4.21,4.9,4.625741619,12,33.528953,861.765353,16.732482,33.148482,24.039766,135.241856,79.629906,6.132308,482.56436,544.733045,762.007945,0.997512,2.434185,5.82,5.15,5.74,3.809524,4.352702,2.35,2.546484,3.809524,0.548,0.449,0.283
1352,knife,Food and drink,Person/Thing,Noun,1,0.962593,19.892029,0.686446,23.46946,300.82189,0.88429,5.18e-4,443.488579,4.15,4.9,5.614572835,11,46.822889,1382.346467,50.945488,41.561803,30.697924,26.330273,13.810353,28.417243,722.318056,111.832612,267.244493,0.995575,2.350245,4.33,4.86,5.29,4.5,4.998928,3.631579,3.734209,4.5,0.344,0.717,0.573
1353,hour,Time,Person/Thing,Noun,0.896278,0.782371,875.237228,0.339171,535.225221,182.12267,0.86492,1.15e-4,10346.781371,5.85,3.1,3.519906969,4,162.311504,4780.98173,144.174943,482.251524,148.893855,19.491241,128.406896,119.453573,3425.333537,164.141414,2013.362225,0.99763,2.439885,5.05,3.38,6.25,1.95,2.372553,3.05,3.116033,3.05,0.552,0.265,0.336
1355,laugh,Emotions and values,Action/Process,Verb,1,1,110.515004,0.604312,160.842486,158.12648,0.70896,4.2e-4,1982.794423,3.79,4.21,6.306735481,1,62.881492,2127.448822,52.047863,16.826641,59.288836,160.033347,96.892847,40.12342,1653.820119,1112.914863,1635.969664,1,2.575829,7.56,6.62,7.39,4.294118,5.317023,4.105263,4.649832,4.294118,0.98,0.639,0.587
1357,daughter,Kinship,Person/Thing,Noun,0.976504,0.982188,98.774207,0.622725,132.236369,719.5141,1.20187,1.03e-4,2504.598042,4.95,4.79,4.666814704,6,171.370204,3295.179397,212.246618,294.610441,93.516625,8.719766,37.905011,99.507766,1914.535887,50.505051,559.76887,0.995327,2.340609,6.73,5,5.06,3.736842,4.286015,1.888889,2.839968,3.736842,0.908,0.415,0.455
1358,enemy,Social and political relations,Person/Thing,Noun,0.975107,0.92228,52.550304,0.805639,53.218663,148.99267,1.1284,2.84e-4,1001.483239,7.26,2.96,4.631961965,6,48.528748,1353.731015,55.866806,54.35005,23.747264,1.025855,37.97847,35.866628,604.406402,7.215007,570.603106,0.995238,2.337204,2.22,5.3,2.5,3.75,4.473361,1.666667,2.144538,3.75,0.135,0.794,0.591
1360,duck,Animals,Person/Thing,Noun,0.938826,0.940747,15.398672,0.847514,33.091649,204.93494,2.32315,2.78e-4,570.750519,3.5,4.86,5.535858678,13,24.783975,774.818402,10.433195,14.927634,33.811344,124.128429,54.727196,14.445695,532.78599,387.806638,539.906103,0.992167,2.233604,6.11,4,5.3,4.421053,5.237007,2.666667,2.963218,4.421053,0.594,0.337,0.236
1361,tool,Basic actions and technology,Person/Thing,Noun,0.842442,0.6994,75.418097,0.466891,101.995204,146.85155,1.1328,8.12e-4,1959.062593,5.37,4.6,6.257104327,7,10.764559,407.219899,9.291449,5.913362,11.789351,13.336112,11.826951,23.212157,401.554687,73.953824,232.936078,0.992308,2.237851,5.07,3.91,5.98,3.935484,5.002766,3.9,4.140426,3.935484,0.49,0.35,0.594
1363,voice,Speech and language,Person/Thing,Noun,1,0.935819,181.777109,0.638776,174.284612,203.33503,0.85123,2.5e-4,3293.384752,4.83,4.13,6.221213531,3,86.175291,2638.124587,95.0405,112.810607,77.02244,91.814004,107.985205,266.555217,1730.244339,422.077922,1296.49693,0.997416,2.429581,6.5,3.25,6.22,4.75,4.863687,4.736842,5.009714,4.75,0.594,0.343,0.528
1368,bread,Food and drink,Person/Thing,Noun,0.972422,0.849291,64.59726,0.450699,70.856932,312.24116,1.58622,7.55e-4,1193.414417,3.58,4.92,6.827404578,6,28.352553,993.836672,24.48848,48.268421,49.056195,93.010834,47.160885,39.733565,810.096731,275.974026,539.906103,0.995012,2.328693,6.52,3.85,6.05,4.421053,5.858502,4.619048,4.893384,4.619048,0.66,0.314,0.342
1369,gold,Basic actions and technology,Person/Thing,Noun,0.953018,0.844131,64.94407,0.512768,76.948573,306.2646,2.6123,6.4e-4,1400.771284,7.1,4.81,5.074246622,7,78.959704,1688.311688,52.638421,71.537261,126.331476,102.927431,172.996705,82.111819,1738.105116,369.76912,1200.794511,0.992248,2.236045,7.28,6.35,5.8,4.176471,4.465388,2.75,3.465321,4.176471,0.939,0.686,0.692
1370,month,Time,Person/Thing,Noun,1,0.985062,397.083338,0.492834,450.984041,495.50101,1.67176,2.04e-4,8600.711955,5.79,4.2,2.906013718,5,95.194776,3187.321153,77.638718,104.253058,120.07489,5.984153,52.009201,158.175624,2729.873136,48.701299,924.521488,0.994792,2.320525,5.78,3.64,5.05,1.315789,1.524352,2.631579,2.758879,2.631579,0.688,0.255,0.411
1371,knee,The body,Person/Thing,Noun,1,0.999149,16.94902,0.576623,22.500006,170.03486,0.80042,2.06e-4,783.743696,4.42,5,5.926559892,8,14.705681,587.717367,37.480761,14.422835,18.055853,22.226854,19.613639,21.631665,525.143568,86.580087,296.135789,0.997743,2.445391,4.7,4.25,5.38,4.25,5.079431,4.222222,4.256395,4.25,0.52,0.245,0.396
1372,medicine,The body,Person/Thing,Noun,1,0.984689,91.366936,0.430982,108.926074,250.74101,1.3006,0.001712,1989.024028,4.89,4.79,6.444158925,5,34.215218,1101.694915,1.496081,14.062264,20.242187,20.688072,19.172883,29.376075,529.073957,86.580087,317.804261,0.992611,2.247148,5.9,4,5.35,3.9,5.478894,4,4.689683,4,0.708,0.318,0.679
1374,ring,Clothing and grooming,Person/Thing,Noun,1,0.877118,36.639243,0.578942,77.816741,214.86923,1.54876,5e-4,1317.41323,4.53,4.81,5.451932283,8,92.763436,2284.83381,48.898219,59.758613,83.125338,92.668883,112.760061,73.640383,1756.010219,506.854257,1058.143734,0.997674,2.442037,7.09,4.43,5.44,4.111111,4.711953,3.571429,3.858238,4.111111,0.677,0.427,0.464
1375,window,The house,Person/Thing,Noun,0.975107,0.862116,108.239533,0.528891,116.725111,178.04382,0.86486,4.77e-4,2199.050727,4.74,4.86,5.545691485,8,86.018431,2688.751926,83.977376,73.243963,68.376254,86.171802,46.132455,111.572187,1687.665131,548.340548,812.567714,0.997396,2.428624,6.47,3.27,5.39,4.705882,4.914461,3.3,3.729215,4.705882,0.542,0.276,0.385
1378,spoon,Food and drink,Person/Thing,Noun,1,0.961931,33.119254,1.115027,21.501613,169.87982,1.51271,2.29e-4,404.331059,2.5,4.96,6.035669499,7,7.627347,298.261061,10.07886,7.067189,19.686928,125.838187,20.788988,8.745388,400.026203,416.666667,312.387143,0.997555,2.436234,5.9,3.79,5.18,4.333333,5.365603,3.571429,4.02898,4.333333,0.479,0.236,0.259
1380,tooth,The body,Person/Thing,Noun,1,1,20.513847,1.278153,12.617367,97.76023,0.52852,1.69e-4,224.859092,3.61,4.89,5.303674494,9,13.588049,442.438917,10.275713,9.78349,12.225627,47.531272,36.362365,6.848798,285.826583,90.18759,310.581437,0.997429,2.430212,5.06,3.52,4.89,3.375,4.236431,4.111111,4.182279,4.111111,0.439,0.25,0.367
1381,shoe,Clothing and grooming,Person/Thing,Noun,1,0.92937,60.484817,0.42303,108.260479,248.16209,1.25031,8.32e-4,1925.244735,2.6,4.97,5.939249496,7,30.411348,983.931323,14.488361,17.139136,14.07484,45.479562,30.044863,12.275153,370.329934,167.748918,415.312387,0.994536,2.311239,5.78,2.4,5.44,4.388889,5.027501,4.2,4.352084,4.388889,0.517,0.225,0.288
1382,needle,Clothing and grooming,Person/Thing,Noun,1,0.988985,11.786581,0.599583,17.348879,113.548,0.66973,4.37e-4,574.013646,5.32,4.93,5.355887297,7,11.941013,476.557341,10.472565,11.249811,8.477624,7.522935,11.165817,13.170765,240.40876,30.663781,200.433369,0.994595,2.313363,3.97,4.36,5.12,3.6875,4.654152,3.5,3.752082,3.6875,0.25,0.472,0.36
1384,second,Quantity,Other,Function word,0.835146,0.777361,373.344378,0.585135,309.067605,442.25062,0.99203,1.49e-4,7539.89914,4.68,3.3,2.60369722,0,284.58434,6311.908431,9.960748,247.95257,406.831773,92.668883,375.009844,436.795262,5606.699129,741.341991,3898.519321,0.99458,2.312835,5.23,3.48,5.35,2,2.033004,1.666667,2.099052,2,0.49,0.21,0.25
1385,pepper,Food and drink,Person/Thing,Noun,0.837298,0.695061,33.266395,0.740664,55.909982,108.1542,0.75179,1.31e-4,1052.210027,5.47,4.89,6.495100529,8,8.823409,294.959278,2.952791,6.153743,24.07447,47.702248,16.381429,10.178367,358.320414,137.085137,218.49043,0.992248,2.236045,5.63,4.3,5.75,4.411765,5.758769,3.75,4.362491,4.411765,0.4,0.539,0.328
1386,lion,Animals,Person/Thing,Noun,0.870584,0.775695,24.318198,0.560668,28.77975,230.74464,2.19748,3.02e-4,549.68852,4.42,4.96,5.83708195,14,15.372339,362.095532,5.472506,17.619897,28.367817,129.599655,75.810021,13.012716,511.605564,441.919192,608.522932,0.997625,2.439611,5.84,5.29,4.86,4.823529,5.63132,2.714286,2.727887,4.823529,0.532,0.717,0.682
1387,arrive,Motion,Action/Process,Verb,1,0.985986,192.372912,1.102808,109.200993,287.83895,1.04898,5.6e-5,535.449422,6.26,3.22,4.642082517,0,18.705626,799.031477,14.921437,244.274748,29.314733,28.89491,27.033031,30.693152,1011.638317,283.189033,548.934633,0.992063,2.2305,6.41,5,6.84,3,3.092876,2.947368,4.130016,3,0.837,0.406,0.585
1388,shade,The physical world,Person/Thing,Noun,1,0.997928,50.018538,0.487946,81.173655,216.38251,1.59621,2.18e-4,1494.808662,5,4.54,5.008856865,8,21.195788,687.871451,29.134205,19.735246,31.129242,31.117595,16.675266,32.621352,796.558727,86.580087,249.187432,0.995381,2.342686,5.07,3.1,4.41,4.647059,4.648818,2.85,2.931697,4.647059,0.302,0.343,0.158
