concepticon_id,name,description,final_synset,synonym,wordnet_id,count,definition,same_synset,annotation,comment
604,glass,"A hard, amorphous, inorganic, usually transparent, brittle substance made by fusing silicates, sometimes borates and phosphates, with certain basic oxides and then rapidly cooling to prevent crystallization.",n14881303,glass,n14881303,2491,a brittle transparent solid with irregular atomic structure,same,1,NA
3294,braid (verb) or weave (basket),"To braid together hair, threads, strings, twigs etc. in order to create a larger string-like object or to weave a basket or use similar techniques for creating other objects.",v1674717,lace,n03631177,180,a delicate decorative fabric woven in an open web of symmetrical patterns,different,0,this concept will not be considered
3294,braid (verb) or weave (basket),"To braid together hair, threads, strings, twigs etc. in order to create a larger string-like object or to weave a basket or use similar techniques for creating other objects.",v1674717,braid,n05259512,197,a hairdo formed by braiding or twisting the hair,different,0,NA
3294,braid (verb) or weave (basket),"To braid together hair, threads, strings, twigs etc. in order to create a larger string-like object or to weave a basket or use similar techniques for creating other objects.",v1674717,plait,n05259512,24,a hairdo formed by braiding or twisting the hair,different,0,NA
1539,basket,"A lightweight container, generally round, open at the top, and tapering toward the bottom.",n02801938,handbasket,n02801938,5,a container that is usually woven and has handles,same,1,NA
1539,basket,"A lightweight container, generally round, open at the top, and tapering toward the bottom.",n02801938,basket,n02801938,553,a container that is usually woven and has handles,same,1,NA
195,mat,A flat object laid on the floor to protect a person from the hard floor.,n03727837,mat,n03727837,147,a thick flat pad used as a floor covering,same,1,NA
292,rug,A piece of thick cloth or wool that is smaller than a carpet and is put on the floor as decoration.,n04118021,rug,n04118021,406,floor covering consisting of a piece of thick heavy fabric (usually with nap or pile),same,1,NA
292,rug,A piece of thick cloth or wool that is smaller than a carpet and is put on the floor as decoration.,n04118021,carpeting,n04118021,59,floor covering consisting of a piece of thick heavy fabric (usually with nap or pile),same,1,NA
292,rug,A piece of thick cloth or wool that is smaller than a carpet and is put on the floor as decoration.,n04118021,carpet,n04118021,709,floor covering consisting of a piece of thick heavy fabric (usually with nap or pile),same,1,NA
293,netbag,Bag made of net used to carry things.,n.a.,NA,NA,NA,NA,different,1,NA
1971,fan (object),A device for creating a current of air by movement of a surface or surfaces. (WN:360),n03320046,fan,n10639925,1329,an enthusiastic devotee of sports,different,0,this concept will not be considered
360,fan (action),"To blow air on (something) by means of a fan (hand-held, mechanical or electrical) or otherwise.",v01885580,fan,n10639925,1329,an enthusiastic devotee of sports,different,0,this concept will not be considered
228,carve,To cut or to chip in order to form something.,v01256157,carve,v01256157,543,form by carving,same,1,NA
914,sculptor,A person who practices the art of sculpture.,n10566072,carver,n10789963,25,makes decorative wooden panels,different,0,NA
914,sculptor,A person who practices the art of sculpture.,n10566072,sculpturer,NA,NA,NA,different,0,NA
914,sculptor,A person who practices the art of sculpture.,n10566072,sculptor,n10566072,92,an artist who creates sculptures,same,1,NA
1002,statue,"A three-dimension work of art, usually of a person or animal, usually created by sculpting, carving, moulding, or casting.",n04306847,statue,n04306847,446,a sculpture representing a human or animal,same,1,NA
1979,chisel,A tool with a cutting edge at the end.,n03020692,chisel,v01259328,74,carve with a chisel,different,1,NA
647,paint (pigments),"A mixture of pigment and a vehicle, such as oil or water, that together form a liquid or paste that can be applied to a surface to provide an adherent coating that imparts colour, protects the surface and/or gives the surface different features.",n03875218,pigment,n14989820,97,"dry coloring material (especially a powder to be mixed with a liquid to produce paint, etc.)",different,0,this concept will not be considered
647,paint (pigments),"A mixture of pigment and a vehicle, such as oil or water, that together form a liquid or paste that can be applied to a surface to provide an adherent coating that imparts colour, protects the surface and/or gives the surface different features.",n03875218,paint,v01362736,1143,apply paint to; coat with paint,different,0,NA
2001,painting,To make a painting or drawing.,v01362736,paint,v01362736,1143,apply paint to; coat with paint,same,1,NA
765,move,To change the location of an object.,v01850315,move,v01835496,4510,"change location; move, travel, or proceed, also metaphorically",different,1,NA
765,move,To change the location of an object.,v01850315,displace,v01850315,88,"cause to move or shift into a new position or place, both in a concrete and in an abstract sense",same,1,NA
1113,wrap,To surround on all sides.,v01522276,wrap,v01522276,779,arrange or or coil around,same,1,NA
1113,wrap,To surround on all sides.,v01522276,roll,v01866192,1679,move by turning over or rotating,different,0,NA
1113,wrap,To surround on all sides.,v01522276,wind,n11525955,3321,air moving (sometimes with considerable force) from an area of high pressure to an area of low pressure,different,0,NA
1113,wrap,To surround on all sides.,v01522276,twine,n04337974,70,a lightweight cord,different,0,NA
827,roll,To tip laterally.,v01866610,roll,v01866192,1679,move by turning over or rotating,different,1,NA
827,roll,To tip laterally.,v01866610,revolve,v02043982,60,move in an orbit,different,0,NA
2866,drop (something),To let something fall down.,v1977701,drop,v01977701,1772,let fall to the ground,different,1,NA
3199,twist (around),To wind something around something else.,v1868370,worm,n01922303,357,any of numerous relatively small elongated soft-bodied animals especially of the phyla Annelida and Chaetognatha and Nematoda and Nemertea and Platyhelminthes; also many insect larvae,different,0,NA
3199,twist (around),To wind something around something else.,v1868370,wrestle,v01504699,159,engage in a wrestling match,different,0,NA
3199,twist (around),To wind something around something else.,v1868370,writhe,v01868370,120,"to move in a twisting or contorted motion, (especially when struggling)",different,1,NA
3199,twist (around),To wind something around something else.,v1868370,squirm,v01868370,196,"to move in a twisting or contorted motion, (especially when struggling)",different,1,NA
3199,twist (around),To wind something around something else.,v1868370,wriggle,v01868370,121,"to move in a twisting or contorted motion, (especially when struggling)",different,1,NA
3199,twist (around),To wind something around something else.,v1868370,twist,v01868370,476,"to move in a twisting or contorted motion, (especially when struggling)",different,1,NA
568,rise (move upwards),(Of a heavenly body) To appear to move upwards from behind the horizon of a planet as a result of the planet's rotation.,v01968569,arise,v02624263,359,come into existence; take on form or shape,different,0,NA
568,rise (move upwards),(Of a heavenly body) To appear to move upwards from behind the horizon of a planet as a result of the planet's rotation.,v01968569,uprise,NA,NA,NA,different,0,NA
568,rise (move upwards),(Of a heavenly body) To appear to move upwards from behind the horizon of a planet as a result of the planet's rotation.,v01968569,lift,v01974062,2002,raise from a lower to a higher position,different,0,NA
568,rise (move upwards),(Of a heavenly body) To appear to move upwards from behind the horizon of a planet as a result of the planet's rotation.,v01968569,rise,v01968569,1335,move upward,same,1,NA
501,lift,To cause an object to have a higher location than previously.,v01974062,lift,v01974062,2002,raise from a lower to a higher position,same,1,NA
501,lift,To cause an object to have a higher location than previously.,v01974062,raise,v01974062,2335,raise from a lower to a higher position,same,1,NA
501,lift,To cause an object to have a higher location than previously.,v01974062,elevate,v00544549,126,raise in rank or condition,different,0,NA
1280,fall,To descend in free fall due to the effect of gravity.,v01972298,fall,v01972298,2697,descend in free fall under the influence of gravity,same,1,NA
2253,drip (emit liquid),To emit drops of liquid.,v02071142,drip,v02071142,276,fall in drops,same,1,NA
1456,throw,"To cause (an object) to move rapidly through the air, with the force of the hand or arm.",v01512625,sky,n09436708,3158,the atmosphere and outer space as viewed from the earth,different,0,NA
1456,throw,"To cause (an object) to move rapidly through the air, with the force of the hand or arm.",v01512625,pitch,v01512625,311,throw or toss with a light motion,same,1,NA
1456,throw,"To cause (an object) to move rapidly through the air, with the force of the hand or arm.",v01512625,flip,v01510173,270,cause to go on or to be engaged or set in operation,different,0,NA
1456,throw,"To cause (an object) to move rapidly through the air, with the force of the hand or arm.",v01512625,toss,v01512625,1145,throw or toss with a light motion,same,1,NA
702,catch,"To take hold of, especially in the hands, so as to seize or restrain or stop the motion of.",v01439190,grab,v01439190,2192,take hold of so as to seize or restrain or stop the motion of,same,1,NA
702,catch,"To take hold of, especially in the hands, so as to seize or restrain or stop the motion of.",v01439190,catch,v00725748,1020,"discover or come upon accidentally, suddenly, or unexpectedly; catch somebody doing something or in a certain state",different,0,NA
1909,shake,To cause (something) to move rapidly from side to side.,v00559556,shake,v01889610,3553,move or cause to move back and forth,different,1,NA
2003,flow,To move as a fluid from one position to another (e.g. of water or of people).,v02066939,feed,v01178565,851,give food to,different,0,NA
2003,flow,To move as a fluid from one position to another (e.g. of water or of people).,v02066939,flow,v02066510,445,move or progress freely as if in a stream,different,1,NA
2003,flow,To move as a fluid from one position to another (e.g. of water or of people).,v02066939,run,v01926311,4322,"move fast by using one's feet, with one foot off the ground at any given time",different,0,NA
2003,flow,To move as a fluid from one position to another (e.g. of water or of people).,v02066939,course,r00038625,2785,as might be expected,different,0,NA
1088,sink (descend),"To go down in water, mud, quicksand etc. or to cause something to go down in it.",v01985923,sink,n04223580,659,plumbing fixture consisting of a water basin fixed to a wall or floor and having a drainpipe,different,0,this concept will not be considered
1088,sink (descend),"To go down in water, mud, quicksand etc. or to cause something to go down in it.",v01985923,drop,v01977701,1772,let fall to the ground,different,0,NA
1574,float,"Of an object or substance, to be supported by a liquid of greater density than the object so as that part of the object or substance remains above the surface. [WK:float]",v01904293,float,v01904293,623,be afloat either on or below a liquid surface and not sink to the bottom,same,1,NA
1574,float,"Of an object or substance, to be supported by a liquid of greater density than the object so as that part of the object or substance remains above the surface. [WK:float]",v01904293,swim,v01960911,546,travel through water,different,0,NA
1439,swim,"To move through the water, without touching the bottom.",v01960911,swim,v01960911,546,travel through water,same,1,NA
119,dive,To swim under water.,v01962671,dive,v01967373,254,drop steeply,different,1,NA
365,splash,To cause a liquid to spatter about. [WN:365],v01374767,sprinkle,v01376245,434,distribute loosely,different,0,NA
365,splash,To cause a liquid to spatter about. [WN:365],v01374767,splash,v01374020,120,dash a liquid upon or against,different,1,NA
365,splash,To cause a liquid to spatter about. [WN:365],v01374767,splosh,NA,NA,NA,different,0,NA
787,sail,To traverse or travel by ship on a body of water.,v01945516,sail,v01846658,303,traverse or travel on (a body of water),different,1,NA
1441,fly (move through air),"To move autonomously through the air, without any part of the object or object's enclosure touching anything attached to the ground.",v01940403,wing,n02151625,775,a movable organ for flying (one of a pair),different,0,NA
1441,fly (move through air),"To move autonomously through the air, without any part of the object or object's enclosure touching anything attached to the ground.",v01940403,fly,v01940403,2428,travel through the air; be airborne,same,1,NA
175,blow (of wind),(Of the wind or a current of air) To move.,v02769241,blow,v02769241,608,be blowing or storming,same,1,NA
3456,crawl or creep,To move using ones hands and knees or with one's belly touching the ground.,v1885845,creep,v01885845,374,move slowly; in the case of people or animals with the body near the ground,different,1,NA
3456,crawl or creep,To move using ones hands and knees or with one's belly touching the ground.,v1885845,crawl,v01885845,790,move slowly; in the case of people or animals with the body near the ground,different,1,NA
66,kneel,To go down on one or both knees.,v01545649,kneel,v01545649,332,rest one's weight on one's knees,same,1,NA
296,crouch,To lower one's body close to the ground by bending one's knees completely.,v01545314,squat,v01545314,232,sit on one's heels,same,1,NA
296,crouch,To lower one's body close to the ground by bending one's knees completely.,v01545314,hunker,v01545314,78,sit on one's heels,same,1,NA
296,crouch,To lower one's body close to the ground by bending one's knees completely.,v01545314,crouch,v02062632,317,bend one's back forward from the waist on down,different,1,NA
296,crouch,To lower one's body close to the ground by bending one's knees completely.,v01545314,scrunch,v01278427,61,"make wrinkles or creases on a smooth surface; make a pressed, folded or wrinkled line in",different,0,NA
1324,slip,"To fall over (usually unexpectedly) onto the ground or floor, due to the floor being slippery, smooth or slimy.",v01870275,slip,v01888295,1058,move stealthily,different,1,NA
1324,slip,"To fall over (usually unexpectedly) onto the ground or floor, due to the floor being slippery, smooth or slimy.",v01870275,skid,v01870867,127,slide without control,different,0,NA
1324,slip,"To fall over (usually unexpectedly) onto the ground or floor, due to the floor being slippery, smooth or slimy.",v01870275,slide,v02090990,944,move smoothly along a surface,different,0,NA
1324,slip,"To fall over (usually unexpectedly) onto the ground or floor, due to the floor being slippery, smooth or slimy.",v01870275,slue,NA,NA,NA,different,0,NA
1324,slip,"To fall over (usually unexpectedly) onto the ground or floor, due to the floor being slippery, smooth or slimy.",v01870275,slew,n13774404,69,(often followed by `of') a large number or amount or extent,different,0,NA
1829,jump,To propel oneself rapidly upward such that momentum causes the body to become airborne.,v01963942,spring,n15237044,1900,the season of growth,different,0,NA
1829,jump,To propel oneself rapidly upward such that momentum causes the body to become airborne.,v01963942,bound,v01963942,140,move forward by leaps and bounds,same,1,NA
1829,jump,To propel oneself rapidly upward such that momentum causes the body to become airborne.,v01963942,jump,v01963942,1738,move forward by leaps and bounds,same,1,NA
1829,jump,To propel oneself rapidly upward such that momentum causes the body to become airborne.,v01963942,leap,v01963942,625,move forward by leaps and bounds,same,1,NA
1135,kick,To strike somebody or something with the foot.,v01370561,kick,v01370561,906,strike with the foot,same,1,NA
1879,dance,"To move with rhythmic steps or movements, especially in time to music.",v01708676,dance,v01708676,951,move in a pattern; usually to musical accompaniment; do or perform a dance,same,1,NA
1443,walk,"To move from one place to another by moving legs alternately, so that at least one foot is in contact with the floor or surface at any one time.",v01904930,walk,v01904930,10187,use one's feet to advance; advance by steps,same,1,NA
366,limp,"To walk lamely, as if favouring one leg.",v01917244,gimp,n14549937,7,disability of walking due to crippling of the legs or feet,different,0,NA
366,limp,"To walk lamely, as if favouring one leg.",v01917244,hitch,v01327816,94,to hook or entangle,different,0,NA
366,limp,"To walk lamely, as if favouring one leg.",v01917244,hobble,v01917244,108,walk impeded by some physical limitation or injury,same,1,NA
366,limp,"To walk lamely, as if favouring one leg.",v01917244,limp,s01070002,180,not firm,different,0,NA
1519,run,To move quickly by alternately making a short jump off of either foot.,v01926311,run,v01926311,4322,"move fast by using one's feet, with one foot off the ground at any given time",same,1,NA
695,go,To get from one place to another by any means.,v01835496,go,v01835496,24273,"change location; move, travel, or proceed, also metaphorically",same,1,NA
695,go,To get from one place to another by any means.,v01835496,move,v01835496,4510,"change location; move, travel, or proceed, also metaphorically",same,1,NA
695,go,To get from one place to another by any means.,v01835496,locomote,NA,NA,NA,different,0,NA
695,go,To get from one place to another by any means.,v01835496,travel,v01835496,1628,"change location; move, travel, or proceed, also metaphorically",same,1,NA
1102,climb,"To mount to a high or little accessible place using feet and hands, e.g. a tree, a mountain or a ladder.",v01921964,mount,v01343204,221,attach to a support,different,0,NA
1102,climb,"To mount to a high or little accessible place using feet and hands, e.g. a tree, a mountain or a ladder.",v01921964,climb,v01921964,1689,go upward with gradual or continuous progress,same,1,NA
1446,come,"To move toward or to reach either the speaker, the person spoken to, or the subject of the speaker's narrative.",v02005948,arrive,v02005948,3591,reach a destination; arrive by movement or progress,same,1,NA
1446,come,"To move toward or to reach either the speaker, the person spoken to, or the subject of the speaker's narrative.",v02005948,come,v01849221,13447,"move toward, travel toward something or somebody or approach something or somebody",different,1,NA
1446,come,"To move toward or to reach either the speaker, the person spoken to, or the subject of the speaker's narrative.",v02005948,get,v00149583,21476,enter or assume a certain state or condition,different,0,NA
1752,leave,"To move away from a place, a situation or a talk.",v02015598,leave,v02009433,6441,go away from a place,different,1,NA
1752,leave,"To move away from a place, a situation or a talk.",v02015598,exit,v02015598,429,move out of or depart from,same,1,NA
485,disappear,"To cease to appear, to not be visible anymore.",v00426958,vanish,v00426958,608,"get lost, as without warning or explanation",same,1,NA
485,disappear,"To cease to appear, to not be visible anymore.",v00426958,disappear,v00426958,1647,"get lost, as without warning or explanation",same,1,NA
956,flee,Leaving a dangerous or unpleasant situation.,v02075462,flee,v02075462,786,run away quickly,same,1,NA
956,flee,Leaving a dangerous or unpleasant situation.,v02075462,fly,v01940403,2428,travel through the air; be airborne,different,0,NA
1085,follow,To go or come after (in physical space) someone or something.,v01998432,follow,v01998432,2650,"to travel behind, go after, come after",same,1,NA
1047,pursue,"Trying to achieve, to catch, or to reach something or someone.",v02000868,follow,v01998432,2650,"to travel behind, go after, come after",different,0,NA
1047,pursue,"Trying to achieve, to catch, or to reach something or someone.",v02000868,pursue,v02375131,416,carry out or participate in an activity; be involved in,different,1,NA
1387,arrive,To come to a destination.,v02005948,arrive,v02005948,3591,reach a destination; arrive by movement or progress,same,1,NA
1387,arrive,To come to a destination.,v02005948,come,v01849221,13447,"move toward, travel toward something or somebody or approach something or somebody",different,0,NA
1387,arrive,To come to a destination.,v02005948,get,v00149583,21476,enter or assume a certain state or condition,different,0,NA
1778,approach,To come near to; to move towards.,v02053941,approach,n00941140,1710,ideas or actions intended to deal with a problem or situation,different,0,this concept will not be considered
1778,approach,To come near to; to move towards.,v02053941,near,a00444519,877,not far distant in time or space or degree or circumstances,different,0,NA
749,enter,To go into.,v02016523,enter,v02016523,2960,to come or go into,same,1,NA
700,carry,To lift and bring to somewhere else; to transport by lifting.,v01449974,carry,v01449974,2443,"move while supporting, either in a vehicle or in one's hands or on one's body",same,1,NA
700,carry,To lift and bring to somewhere else; to transport by lifting.,v01449974,transport,n03100490,140,something that serves as a means of transportation,different,0,NA
412,carry in hand,To hold or to take something from one place to another by hands.,n.a.,NA,NA,NA,NA,different,1,NA
413,carry on shoulder,To hold or to take something from one place to another on one shoulder.,n.a.,NA,NA,NA,NA,different,1,NA
414,carry on head,To hold or to take something from one place to another on top of the head.,n.a.,NA,NA,NA,NA,different,1,NA
415,carry under arm,To hold or to take something from one place to another under the arm.,n.a.,NA,NA,NA,NA,different,1,NA
692,bring,To transport toward somewhere; to take something or somebody with oneself somewhere.,v02077656,convey,v01061017,151,serve as a means for expressing something,different,0,NA
692,bring,To transport toward somewhere; to take something or somebody with oneself somewhere.,v02077656,take,v02599636,5343,carry out,different,0,NA
692,bring,To transport toward somewhere; to take something or somebody with oneself somewhere.,v02077656,bring,v02077656,6428,take something or somebody with oneself somewhere,same,1,NA
1127,send,"To make something (an object, a message) go from one place to another.",v01031256,send,v01951480,4087,cause to go somewhere,different,1,NA
1127,send,"To make something (an object, a message) go from one place to another.",v01031256,mail,n06264398,1040,the system whereby messages are transmitted via the post office,different,0,NA
1127,send,"To make something (an object, a message) go from one place to another.",v01031256,post,n03988170,380,an upright consisting of a piece of timber or metal fixed firmly in an upright position,different,0,NA
43,lead (guide),To guide by moving in front.,v01999798,lead,v01999798,2086,take somebody somewhere,same,1,NA
43,lead (guide),To guide by moving in front.,v01999798,direct,s00770480,559,"having no intervening persons, agents, conditions",different,0,NA
43,lead (guide),To guide by moving in front.,v01999798,conduct,v02445509,1003,direct the course of; manage or control,different,0,NA
43,lead (guide),To guide by moving in front.,v01999798,take,v02599636,5343,carry out,different,0,NA
43,lead (guide),To guide by moving in front.,v01999798,guide,v01999798,498,take somebody somewhere,same,1,NA
741,drive,To operate a vehicle.,v01930874,drive,v01930874,2419,operate or control a vehicle,same,1,NA
367,ride,To transport oneself by sitting on and directing an animal.,v01957529,sit,v01543123,8712,be seated,different,0,NA
367,ride,To transport oneself by sitting on and directing an animal.,v01957529,ride,v01957529,1587,"sit and travel on the back of animal, usually while controlling its motions",same,1,NA
1452,push,"To apply a force to (an object), in order that it moves away from the origin of the force that was applied.",v01871979,force,v02504562,2107,"to cause to do through pressure or necessity, by physical, moral or intellectual means :",different,0,NA
1452,push,"To apply a force to (an object), in order that it moves away from the origin of the force that was applied.",v01871979,push,v01871979,3382,"move with force,",same,1,NA
667,road,A long piece of hard ground that people can drive along from one place to another.,n04096066,road,n04096066,4951,an open way (generally public) for travel or transportation,same,1,NA
667,road,A long piece of hard ground that people can drive along from one place to another.,n04096066,route,n08616311,916,an established line of travel or access,different,0,NA
2252,path,A narrow piece of ground that people can walk along.,n9387222,path,n03899328,957,a way especially designed for a particular use,different,1,NA
2252,path,A narrow piece of ground that people can walk along.,n9387222,course,r00038625,2785,as might be expected,different,0,NA
2252,path,A narrow piece of ground that people can walk along.,n9387222,track,n09387222,722,a line or route along which something travels or moves,different,0,NA
1011,bridge,"A structure that spans and provides a passage over a road, railway, river, or some other obstacle.",n02898711,span,n15134340,188,the complete duration of something,different,0,NA
1011,bridge,"A structure that spans and provides a passage over a road, railway, river, or some other obstacle.",n02898711,bridge,n02898711,1003,a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,same,1,NA
122,cart,"A two-wheeled vehicle, commonly without springs, drawn by mules, oxen, or the like, used for the conveyance of heavy goods.",n04543158,wagon,n04543158,547,any of various kinds of wheeled vehicles drawn by an animal or a tractor,same,1,NA
122,cart,"A two-wheeled vehicle, commonly without springs, drawn by mules, oxen, or the like, used for the conveyance of heavy goods.",n04543158,waggon,n04543158,1,any of various kinds of wheeled vehicles drawn by an animal or a tractor,same,1,NA
710,wheel,A circular object that spins around a central axe thereby allowing relatively low-friction movement.,n04574999,wheel,n04574999,1095,a simple machine consisting of a circular frame with spokes (or a solid disc) that can rotate on a shaft or axle (as in vehicles or other machines),same,1,NA
1769,axle,"The central part of a wheel, that usually does not turn.",n02764779,axle,n02764779,48,a shaft on which a wheel rotates,same,1,NA
14,yoke,A device for joining together a pair of draft animals.,n04613350,yoke,n13996909,16,an oppressive power,different,0,this concept will not be considered
740,ship,"A vessel propelled by engines or sails for navigating on the water, especially a large vessel that can not be carried aboard another, as distinguished from a boat.",n04194289,ship,n04194289,2865,a vessel that carries passengers or freight,same,1,NA
1844,boat,"A craft used for transportation of goods, fishing, racing, recreational cruising, or military use on or in the water, propelled by oars or outboard motor or inboard motor or by wind.",n02858304,boat,n02858304,2459,a small vessel for travel on water,same,1,NA
1970,canoe,A light narrow boat driven by a paddle.,n02951358,canoe,n02951358,173,small and light boat; pointed at both ends; propelled with a paddle,same,1,NA
416,outrigger,A stabilizer for a canoe; spars attach to a shaped log or float parallel to the hull.,n03861271,outrigger,n03861271,11,a stabilizer for a canoe; spars attach to a shaped log or float parallel to the hull,same,1,NA
1664,raft,"A collection of logs, planks, casks, etc., fastened together for floating on water.",n04045397,raft,n04045397,188,a flat float (usually made of logs or planks) that can be used for transport or as a platform for swimmers,same,1,NA
3137,oar,"A pole with a blade at one end, and with the other end attached to the boat via an oarlock or thole, used to row or steer a boat.",n3837422,oar,n03837422,95,an implement used to propel or steer a boat,different,1,NA
234,paddle,"A pole with a blade at one or both ends, the pole itself being not attached to the boat but held by both hands, used to row or steer a boat.",n03873416,paddle,v01947887,136,propel with a paddle,different,1,NA
1849,row,To pull oars through water in order to make a water vehicle (such as a boat) move.,v01946996,row,n08431437,1340,an arrangement of objects or people side by side in a line,different,0,this concept will not be considered
108,rudder,"An underwater vane used to steer a vessel. The rudder is controlled by means of a wheel, tiller or other apparatus.",n03837422,oar,n03837422,95,an implement used to propel or steer a boat,same,1,NA
184,mast,"Post of wood or steel, long, round and straight, standing on a ship, intended to carry the sails, flags, floodlights, or communications equipment.",n03726760,mast,n03726760,105,a vertical spar for supporting sails,same,1,NA
786,sailcloth,A large piece of fabric (as canvas) by means of which wind is used to propel a sailing vessel.,n04127904,canvass,v02454312,20,get the opinions (of people) by asking specific questions,different,0,use name_clean
786,sailcloth,A large piece of fabric (as canvas) by means of which wind is used to propel a sailing vessel.,n04127904,sheet,n04188179,677,bed linen consisting of a large rectangular piece of cotton or linen cloth; used in pairs,different,0,NA
786,sailcloth,A large piece of fabric (as canvas) by means of which wind is used to propel a sailing vessel.,n04127904,canvas,n02954068,265,an oil painting on canvas fabric,different,0,NA
786,sailcloth,A large piece of fabric (as canvas) by means of which wind is used to propel a sailing vessel.,n04127904,sail,v01846658,303,traverse or travel on (a body of water),different,0,NA
1870,anchor,"Something, usually a heavy piece of metal with points which dig into the sea-bed, used to hold a boat in one position.",n02709367,anchor,n09792969,158,a television reporter who coordinates a broadcast to which several correspondents contribute,different,0,this concept will not be considered
610,port,"Area of water next to the coast, often surrounded by thick walls, where ships and boats can be sheltered.",n08633957,port,n08633957,460,a place (seaport or airport) where people and merchandise can enter or leave a country,same,1,NA
1922,land (descend),"To descend to a surface, especially from the air.",v01981436,land,n13250048,1211,the land on which real estate is located,different,0,this concept will not be considered
1922,land (descend),"To descend to a surface, especially from the air.",v01981436,shore,n09433442,740,the land along the edge of a body of water,different,0,NA
773,have,To be in possession (of an object).,v02203362,have,v02203362,2611,"have or possess, either in a concrete or an abstract sense",same,0,NA
773,have,To be in possession (of an object).,v02203362,hold,v01216670,4490,have or hold in one's hands or grip,different,0,NA
684,own,"To have rightful possession of property, goods or capital.",v02204692,have,v02203362,2611,"have or possess, either in a concrete or an abstract sense",different,0,NA
684,own,"To have rightful possession of property, goods or capital.",v02204692,own,s01768724,15029,belonging to or on behalf of a specified person (especially yourself); preceded by a possessive,different,1,NA
684,own,"To have rightful possession of property, goods or capital.",v02204692,possess,v02632167,475,"have as an attribute, knowledge, or skill",different,0,NA
1749,take,To grasp with the hands.,v01214265,take,v02599636,5343,carry out,different,0,this concept will not be considered
855,seize,To grasp and hold firmly.,v1212572,seize,v01212572,243,take hold of; grab,different,1,NA
855,seize,To grasp and hold firmly.,v1212572,prehend,NA,NA,NA,different,0,NA
855,seize,To grasp and hold firmly.,v1212572,clutch,v01212572,600,take hold of; grab,different,1,NA
1448,hold,To grasp or grip (particularly with the hand) so that the object does not end up at the surface below.,v01216670,hold,v01216670,4490,have or hold in one's hands or grip,same,1,NA
694,get,To get or obtain an item; to come into the possession of something.,v02210855,acquire,v02210855,668,come into the possession of something concrete or abstract,same,1,NA
694,get,To get or obtain an item; to come into the possession of something.,v02210855,get,v00149583,21476,enter or assume a certain state or condition,different,1,?
1477,keep,To retain possession of something.,v02202384,keep,v02681795,9234,"keep in a certain state, position, or activity; e.g.,",different,1,NA
738,thing,"That which is considered to exist as a separate entity, quality or concept.",n00002452,thing,n00034479,3980,an action,different,1,NA
1447,give,To transfer the possession or holding (of an object) to another person.,v02199590,give,v02316868,5362,"cause to have, in the abstract sense or physical sense",different,1,NA
1997,preserve,To protect; to keep; to maintain the condition of.,v02280132,maintain,v02681795,842,"keep in a certain state, position, or activity; e.g.,",different,0,NA
1997,preserve,To protect; to keep; to maintain the condition of.,v02280132,preserve,v02280132,285,"keep in safety and protect from harm, decay, loss, or destruction",same,1,NA
1997,preserve,To protect; to keep; to maintain the condition of.,v02280132,conserve,v02280132,53,"keep in safety and protect from harm, decay, loss, or destruction",same,1,NA
2008,rescue,To free from harm or evil.,v02551144,rescue,v02551144,449,free from harm or evil,same,1,NA
2008,rescue,To free from harm or evil.,v02551144,deliver,v01438304,1117,"bring to a destination, make a delivery",different,0,NA
681,destroy,To damage beyond use or repair.,v01564144,destroy,v01564144,892,destroy completely; damage irreparably,same,1,NA
681,destroy,To damage beyond use or repair.,v01564144,ruin,v01564144,537,destroy completely; damage irreparably,same,1,NA
1468,look for,To try to find something.,v01315613,search,n00945401,1116,the activity of looking thoroughly in order to find something or someone,different,1,NA
1468,look for,To try to find something.,v01315613,seek,v02240481,1242,try to get or reach,different,0,NA
719,find,To encounter something by accident or after searching for it.,v02285629,find,v02285629,5493,come upon after searching; find the location of something that was missed or lost,same,1,NA
719,find,To encounter something by accident or after searching for it.,v02285629,regain,v02247977,356,get or find back; recover the use of,different,0,NA
3072,misplace,To place something in a place where one cannot find it again or in a wrong place; to lose something.,v1503101,lose,v02287789,6031,"fail to keep or to maintain; cease to have, either physically or in an abstract sense",different,0,NA
3072,misplace,To place something in a place where one cannot find it again or in a wrong place; to lose something.,v1503101,mislay,v01503101,10,place (something) where one cannot find it again,different,0,NA
3072,misplace,To place something in a place where one cannot find it again or in a wrong place; to lose something.,v1503101,misplace,v01501793,42,place or position wrongly; put in the wrong position,different,1,NA
1095,let go or set free,To give freedom; to stop holding; to release from confinement or restraint.,v01474550,release,v01474550,467,"release, as from one's grip",same,1,NA
1095,let go or set free,To give freedom; to stop holding; to release from confinement or restraint.,v01474550,relinquish,v02316304,74,part with a possession or right,different,0,NA
1559,money,An unspecified amount in a currency.,n13384557,money,n13384557,7730,the most common medium of exchange; functions as legal tender,same,1,NA
1867,coin,"A piece of currency, usually metallic and in the shape of a disc, but sometimes polygonal, or with a hole in the middle.",n13388245,coin,n13388245,461,a flat metal piece (usually a disc) used as money,same,1,NA
712,rich,Possessing in abundance a particular trait.,a02021905,rich,a02021905,1477,possessing material wealth,same,1,NA
1674,poor,With little or no possessions or money.,a02022953,poor,a02022953,1129,having little money or few possessions,same,1,NA
1934,beggar,A person who begs.,n09847010,beggar,n09847010,56,a pauper who lives by begging,same,1,NA
