concepticon_id,glottocode,lex,concepticon_gloss,semantic_field,language,area,family
1395,gaww1239,1,round,Spatial relations,Ale-Gawwada,Africa,Afro-Asiatic
1395,haus1257,1,round,Spatial relations,Hausa,Africa,Afro-Asiatic
1395,cent2050,1,round,Spatial relations,Central Kanuri,Africa,Saharan
1395,tari1263,1,round,Spatial relations,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Africa,Afro-Asiatic
1395,sese1246,1,round,Spatial relations,Seselwa Creole French,Africa,Indo-European
1395,roma1327,1,round,Spatial relations,Romanian,Eurasia,Indo-European
1395,west2376,1,round,Spatial relations,West Slovakian Romani,Eurasia,Indo-European
1395,lowe1385,1,round,Spatial relations,Lower Sorbian,Eurasia,Indo-European
1395,oldh1241,1,round,Spatial relations,Old High German (ca. 750-1050),Eurasia,Indo-European
1395,dutc1256,1,round,Spatial relations,Dutch,Eurasia,Indo-European
1395,stan1293,1,round,Spatial relations,English,Eurasia,Indo-European
1395,kild1236,1,round,Spatial relations,Kildin Saami,Eurasia,Uralic
1395,bezh1248,1,round,Spatial relations,Bezhta,Eurasia,Nakh-Daghestanian
1395,arch1244,1,round,Spatial relations,Archi,Eurasia,Nakh-Daghestanian
1395,mana1288,1,round,Spatial relations,Manange,Eurasia,Sino-Tibetan
1395,yaku1245,1,round,Spatial relations,Sakha,Eurasia,Turkic
1395,oroq1238,1,round,Spatial relations,Oroqen,Eurasia,Tungusic
1395,nucl1643,1,round,Spatial relations,Japanese,Eurasia,Japonic
1395,mand1415,1,round,Spatial relations,Mandarin Chinese,Eurasia,Sino-Tibetan
1395,thai1261,1,round,Spatial relations,Thai,Eurasia,Tai-Kadai
1395,viet1252,1,round,Spatial relations,Vietnamese,Eurasia,Austroasiatic
1395,hmon1333,1,round,Spatial relations,Hmong Daw,Eurasia,Hmong-Mien
1395,indo1316,1,round,Spatial relations,Standard Indonesian,Papunesia,Austronesian
1395,plat1254,1,round,Spatial relations,Plateau Malagasy,Africa,Austronesian
1395,taki1248,1,round,Spatial relations,Takia,Papunesia,Austronesian
1395,hawa1245,1,round,Spatial relations,Hawaiian,Papunesia,Austronesian
1395,yaqu1251,1,round,Spatial relations,Yaqui,North America,Uto-Aztecan
1395,tzot1259,1,round,Spatial relations,Tzotzil,North America,Mayan
1395,kekc1242,1,round,Spatial relations,Q'eqchi',North America,Mayan
1395,mezq1235,1,round,Spatial relations,Mezquital Otomi,North America,Otomanguean
1395,sara1340,1,round,Spatial relations,Saramaccan,South America,Indo-European
1395,imba1240,1,round,Spatial relations,Imbabura Highland Quichua,South America,Quechuan
1395,gali1262,1,round,Spatial relations,Galibi Carib,South America,Cariban
1395,hupd1244,1,round,Spatial relations,Hup,South America,Naduhup
1395,wich1264,1,round,Spatial relations,Güisnay,South America,Mataguayan
1395,mapu1245,1,round,Spatial relations,Mapudungun,South America,Araucanian
1395,kett1243,1,round,Spatial relations,Ket,Eurasia,Yeniseian
1395,chew1245,1,round,Spatial relations,Chewong,Eurasia,Austroasiatic
1395,guri1247,1,round,Spatial relations,Gurindji,Australia,Pama-Nyungan
1467,swah1253,1,circle,Spatial relations,Swahili,Africa,Atlantic-Congo
1467,iraq1241,1,circle,Spatial relations,Iraqw,Africa,Afro-Asiatic
1467,gaww1239,1,circle,Spatial relations,Ale-Gawwada,Africa,Afro-Asiatic
1467,haus1257,1,circle,Spatial relations,Hausa,Africa,Afro-Asiatic
1467,cent2050,1,circle,Spatial relations,Central Kanuri,Africa,Saharan
1467,tari1263,1,circle,Spatial relations,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Africa,Afro-Asiatic
1467,sese1246,1,circle,Spatial relations,Seselwa Creole French,Africa,Indo-European
1467,roma1327,1,circle,Spatial relations,Romanian,Eurasia,Indo-European
1467,west2376,1,circle,Spatial relations,West Slovakian Romani,Eurasia,Indo-European
1467,lowe1385,1,circle,Spatial relations,Lower Sorbian,Eurasia,Indo-European
1467,oldh1241,1,circle,Spatial relations,Old High German (ca. 750-1050),Eurasia,Indo-European
1467,dutc1256,1,circle,Spatial relations,Dutch,Eurasia,Indo-European
1467,stan1293,1,circle,Spatial relations,English,Eurasia,Indo-European
1467,kild1236,1,circle,Spatial relations,Kildin Saami,Eurasia,Uralic
1467,bezh1248,1,circle,Spatial relations,Bezhta,Eurasia,Nakh-Daghestanian
1467,arch1244,1,circle,Spatial relations,Archi,Eurasia,Nakh-Daghestanian
1467,mana1288,1,circle,Spatial relations,Manange,Eurasia,Sino-Tibetan
1467,yaku1245,1,circle,Spatial relations,Sakha,Eurasia,Turkic
1467,oroq1238,1,circle,Spatial relations,Oroqen,Eurasia,Tungusic
1467,nucl1643,1,circle,Spatial relations,Japanese,Eurasia,Japonic
1467,mand1415,1,circle,Spatial relations,Mandarin Chinese,Eurasia,Sino-Tibetan
1467,thai1261,1,circle,Spatial relations,Thai,Eurasia,Tai-Kadai
1467,viet1252,1,circle,Spatial relations,Vietnamese,Eurasia,Austroasiatic
1467,hmon1333,1,circle,Spatial relations,Hmong Daw,Eurasia,Hmong-Mien
1467,indo1316,1,circle,Spatial relations,Standard Indonesian,Papunesia,Austronesian
1467,plat1254,1,circle,Spatial relations,Plateau Malagasy,Africa,Austronesian
1467,taki1248,1,circle,Spatial relations,Takia,Papunesia,Austronesian
1467,hawa1245,1,circle,Spatial relations,Hawaiian,Papunesia,Austronesian
1467,yaqu1251,1,circle,Spatial relations,Yaqui,North America,Uto-Aztecan
1467,tzot1259,1,circle,Spatial relations,Tzotzil,North America,Mayan
1467,kekc1242,1,circle,Spatial relations,Q'eqchi',North America,Mayan
1467,mezq1235,1,circle,Spatial relations,Mezquital Otomi,North America,Otomanguean
1467,sara1340,1,circle,Spatial relations,Saramaccan,South America,Indo-European
1467,imba1240,1,circle,Spatial relations,Imbabura Highland Quichua,South America,Quechuan
1467,gali1262,1,circle,Spatial relations,Galibi Carib,South America,Cariban
1467,hupd1244,1,circle,Spatial relations,Hup,South America,Naduhup
1467,wich1264,1,circle,Spatial relations,Güisnay,South America,Mataguayan
1467,mapu1245,1,circle,Spatial relations,Mapudungun,South America,Araucanian
1467,kett1243,1,circle,Spatial relations,Ket,Eurasia,Yeniseian
1467,chew1245,0,circle,Spatial relations,Chewong,Eurasia,Austroasiatic
1845,swah1253,1,ball,Spatial relations,Swahili,Africa,Atlantic-Congo
1845,iraq1241,1,ball,Spatial relations,Iraqw,Africa,Afro-Asiatic
1845,gaww1239,1,ball,Spatial relations,Ale-Gawwada,Africa,Afro-Asiatic
1845,haus1257,1,ball,Spatial relations,Hausa,Africa,Afro-Asiatic
1845,cent2050,1,ball,Spatial relations,Central Kanuri,Africa,Saharan
1845,tari1263,1,ball,Spatial relations,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Africa,Afro-Asiatic
1845,sese1246,1,ball,Spatial relations,Seselwa Creole French,Africa,Indo-European
1845,roma1327,1,ball,Spatial relations,Romanian,Eurasia,Indo-European
1845,west2376,1,ball,Spatial relations,West Slovakian Romani,Eurasia,Indo-European
1845,lowe1385,1,ball,Spatial relations,Lower Sorbian,Eurasia,Indo-European
1845,oldh1241,1,ball,Spatial relations,Old High German (ca. 750-1050),Eurasia,Indo-European
1845,dutc1256,1,ball,Spatial relations,Dutch,Eurasia,Indo-European
1845,stan1293,1,ball,Spatial relations,English,Eurasia,Indo-European
1845,kild1236,1,ball,Spatial relations,Kildin Saami,Eurasia,Uralic
1845,bezh1248,1,ball,Spatial relations,Bezhta,Eurasia,Nakh-Daghestanian
1845,arch1244,1,ball,Spatial relations,Archi,Eurasia,Nakh-Daghestanian
1845,mana1288,1,ball,Spatial relations,Manange,Eurasia,Sino-Tibetan
1845,yaku1245,0,ball,Spatial relations,Sakha,Eurasia,Turkic
1845,oroq1238,1,ball,Spatial relations,Oroqen,Eurasia,Tungusic
1845,nucl1643,1,ball,Spatial relations,Japanese,Eurasia,Japonic
1845,mand1415,1,ball,Spatial relations,Mandarin Chinese,Eurasia,Sino-Tibetan
1845,thai1261,1,ball,Spatial relations,Thai,Eurasia,Tai-Kadai
1845,viet1252,1,ball,Spatial relations,Vietnamese,Eurasia,Austroasiatic
1845,hmon1333,1,ball,Spatial relations,Hmong Daw,Eurasia,Hmong-Mien
1845,indo1316,1,ball,Spatial relations,Standard Indonesian,Papunesia,Austronesian
1845,plat1254,1,ball,Spatial relations,Plateau Malagasy,Africa,Austronesian
1845,taki1248,1,ball,Spatial relations,Takia,Papunesia,Austronesian
1845,hawa1245,1,ball,Spatial relations,Hawaiian,Papunesia,Austronesian
1845,yaqu1251,1,ball,Spatial relations,Yaqui,North America,Uto-Aztecan
1845,tzot1259,1,ball,Spatial relations,Tzotzil,North America,Mayan
1845,kekc1242,1,ball,Spatial relations,Q'eqchi',North America,Mayan
1845,mezq1235,1,ball,Spatial relations,Mezquital Otomi,North America,Otomanguean
1845,sara1340,1,ball,Spatial relations,Saramaccan,South America,Indo-European
1845,imba1240,1,ball,Spatial relations,Imbabura Highland Quichua,South America,Quechuan
1845,gali1262,1,ball,Spatial relations,Galibi Carib,South America,Cariban
1845,hupd1244,1,ball,Spatial relations,Hup,South America,Naduhup
1845,wich1264,1,ball,Spatial relations,Güisnay,South America,Mataguayan
1845,mapu1245,1,ball,Spatial relations,Mapudungun,South America,Araucanian
1845,kett1243,1,ball,Spatial relations,Ket,Eurasia,Yeniseian
1845,chew1245,0,ball,Spatial relations,Chewong,Eurasia,Austroasiatic
1845,guri1247,1,ball,Spatial relations,Gurindji,Australia,Pama-Nyungan
1048,swah1253,1,line,Spatial relations,Swahili,Africa,Atlantic-Congo
1048,iraq1241,1,line,Spatial relations,Iraqw,Africa,Afro-Asiatic
1048,gaww1239,1,line,Spatial relations,Ale-Gawwada,Africa,Afro-Asiatic
1048,haus1257,1,line,Spatial relations,Hausa,Africa,Afro-Asiatic
1048,cent2050,1,line,Spatial relations,Central Kanuri,Africa,Saharan
1048,tari1263,1,line,Spatial relations,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Africa,Afro-Asiatic
1048,sese1246,1,line,Spatial relations,Seselwa Creole French,Africa,Indo-European
1048,roma1327,1,line,Spatial relations,Romanian,Eurasia,Indo-European
1048,west2376,1,line,Spatial relations,West Slovakian Romani,Eurasia,Indo-European
1048,lowe1385,1,line,Spatial relations,Lower Sorbian,Eurasia,Indo-European
1048,oldh1241,1,line,Spatial relations,Old High German (ca. 750-1050),Eurasia,Indo-European
1048,dutc1256,1,line,Spatial relations,Dutch,Eurasia,Indo-European
1048,stan1293,1,line,Spatial relations,English,Eurasia,Indo-European
1048,kild1236,1,line,Spatial relations,Kildin Saami,Eurasia,Uralic
1048,bezh1248,1,line,Spatial relations,Bezhta,Eurasia,Nakh-Daghestanian
1048,arch1244,1,line,Spatial relations,Archi,Eurasia,Nakh-Daghestanian
1048,yaku1245,1,line,Spatial relations,Sakha,Eurasia,Turkic
1048,oroq1238,1,line,Spatial relations,Oroqen,Eurasia,Tungusic
1048,nucl1643,1,line,Spatial relations,Japanese,Eurasia,Japonic
1048,mand1415,1,line,Spatial relations,Mandarin Chinese,Eurasia,Sino-Tibetan
1048,thai1261,1,line,Spatial relations,Thai,Eurasia,Tai-Kadai
1048,viet1252,1,line,Spatial relations,Vietnamese,Eurasia,Austroasiatic
1048,hmon1333,1,line,Spatial relations,Hmong Daw,Eurasia,Hmong-Mien
1048,indo1316,1,line,Spatial relations,Standard Indonesian,Papunesia,Austronesian
1048,plat1254,1,line,Spatial relations,Plateau Malagasy,Africa,Austronesian
1048,taki1248,1,line,Spatial relations,Takia,Papunesia,Austronesian
1048,hawa1245,1,line,Spatial relations,Hawaiian,Papunesia,Austronesian
1048,yaqu1251,1,line,Spatial relations,Yaqui,North America,Uto-Aztecan
1048,kekc1242,1,line,Spatial relations,Q'eqchi',North America,Mayan
1048,mezq1235,1,line,Spatial relations,Mezquital Otomi,North America,Otomanguean
1048,sara1340,1,line,Spatial relations,Saramaccan,South America,Indo-European
1048,imba1240,1,line,Spatial relations,Imbabura Highland Quichua,South America,Quechuan
1048,hupd1244,0,line,Spatial relations,Hup,South America,Naduhup
1048,wich1264,0,line,Spatial relations,Güisnay,South America,Mataguayan
1048,mapu1245,1,line,Spatial relations,Mapudungun,South America,Araucanian
1048,kett1243,1,line,Spatial relations,Ket,Eurasia,Yeniseian
1048,chew1245,0,line,Spatial relations,Chewong,Eurasia,Austroasiatic
1048,guri1247,1,line,Spatial relations,Gurindji,Australia,Pama-Nyungan
1667,swah1253,1,hole,Spatial relations,Swahili,Africa,Atlantic-Congo
1667,iraq1241,1,hole,Spatial relations,Iraqw,Africa,Afro-Asiatic
1667,gaww1239,1,hole,Spatial relations,Ale-Gawwada,Africa,Afro-Asiatic
1667,haus1257,1,hole,Spatial relations,Hausa,Africa,Afro-Asiatic
1667,cent2050,1,hole,Spatial relations,Central Kanuri,Africa,Saharan
1667,tari1263,1,hole,Spatial relations,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Africa,Afro-Asiatic
1667,sese1246,1,hole,Spatial relations,Seselwa Creole French,Africa,Indo-European
1667,roma1327,1,hole,Spatial relations,Romanian,Eurasia,Indo-European
1667,west2376,1,hole,Spatial relations,West Slovakian Romani,Eurasia,Indo-European
1667,lowe1385,1,hole,Spatial relations,Lower Sorbian,Eurasia,Indo-European
1667,oldh1241,1,hole,Spatial relations,Old High German (ca. 750-1050),Eurasia,Indo-European
1667,dutc1256,1,hole,Spatial relations,Dutch,Eurasia,Indo-European
1667,stan1293,1,hole,Spatial relations,English,Eurasia,Indo-European
1667,kild1236,1,hole,Spatial relations,Kildin Saami,Eurasia,Uralic
1667,bezh1248,1,hole,Spatial relations,Bezhta,Eurasia,Nakh-Daghestanian
1667,arch1244,1,hole,Spatial relations,Archi,Eurasia,Nakh-Daghestanian
1667,mana1288,1,hole,Spatial relations,Manange,Eurasia,Sino-Tibetan
1667,yaku1245,1,hole,Spatial relations,Sakha,Eurasia,Turkic
1667,oroq1238,1,hole,Spatial relations,Oroqen,Eurasia,Tungusic
1667,nucl1643,1,hole,Spatial relations,Japanese,Eurasia,Japonic
1667,mand1415,1,hole,Spatial relations,Mandarin Chinese,Eurasia,Sino-Tibetan
1667,thai1261,1,hole,Spatial relations,Thai,Eurasia,Tai-Kadai
1667,viet1252,1,hole,Spatial relations,Vietnamese,Eurasia,Austroasiatic
1667,hmon1333,1,hole,Spatial relations,Hmong Daw,Eurasia,Hmong-Mien
1667,indo1316,1,hole,Spatial relations,Standard Indonesian,Papunesia,Austronesian
1667,plat1254,1,hole,Spatial relations,Plateau Malagasy,Africa,Austronesian
1667,taki1248,1,hole,Spatial relations,Takia,Papunesia,Austronesian
1667,hawa1245,1,hole,Spatial relations,Hawaiian,Papunesia,Austronesian
1667,yaqu1251,1,hole,Spatial relations,Yaqui,North America,Uto-Aztecan
1667,tzot1259,1,hole,Spatial relations,Tzotzil,North America,Mayan
1667,kekc1242,1,hole,Spatial relations,Q'eqchi',North America,Mayan
1667,mezq1235,1,hole,Spatial relations,Mezquital Otomi,North America,Otomanguean
1667,sara1340,1,hole,Spatial relations,Saramaccan,South America,Indo-European
1667,imba1240,1,hole,Spatial relations,Imbabura Highland Quichua,South America,Quechuan
1667,gali1262,1,hole,Spatial relations,Galibi Carib,South America,Cariban
1667,hupd1244,1,hole,Spatial relations,Hup,South America,Naduhup
1667,wich1264,1,hole,Spatial relations,Güisnay,South America,Mataguayan
1667,mapu1245,1,hole,Spatial relations,Mapudungun,South America,Araucanian
1667,kett1243,1,hole,Spatial relations,Ket,Eurasia,Yeniseian
1667,chew1245,1,hole,Spatial relations,Chewong,Eurasia,Austroasiatic
1667,guri1247,1,hole,Spatial relations,Gurindji,Australia,Pama-Nyungan
1558,swah1253,1,similar,Sense perception,Swahili,Africa,Atlantic-Congo
1558,iraq1241,1,similar,Sense perception,Iraqw,Africa,Afro-Asiatic
1558,gaww1239,1,similar,Sense perception,Ale-Gawwada,Africa,Afro-Asiatic
1558,haus1257,1,similar,Sense perception,Hausa,Africa,Afro-Asiatic
1558,cent2050,1,similar,Sense perception,Central Kanuri,Africa,Saharan
1558,tari1263,1,similar,Sense perception,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Africa,Afro-Asiatic
1558,sese1246,1,similar,Sense perception,Seselwa Creole French,Africa,Indo-European
1558,roma1327,1,similar,Sense perception,Romanian,Eurasia,Indo-European
1558,west2376,1,similar,Sense perception,West Slovakian Romani,Eurasia,Indo-European
1558,lowe1385,1,similar,Sense perception,Lower Sorbian,Eurasia,Indo-European
1558,oldh1241,1,similar,Sense perception,Old High German (ca. 750-1050),Eurasia,Indo-European
1558,dutc1256,1,similar,Sense perception,Dutch,Eurasia,Indo-European
1558,stan1293,1,similar,Sense perception,English,Eurasia,Indo-European
1558,kild1236,1,similar,Sense perception,Kildin Saami,Eurasia,Uralic
1558,bezh1248,1,similar,Sense perception,Bezhta,Eurasia,Nakh-Daghestanian
1558,arch1244,1,similar,Sense perception,Archi,Eurasia,Nakh-Daghestanian
1558,mana1288,1,similar,Sense perception,Manange,Eurasia,Sino-Tibetan
1558,yaku1245,1,similar,Sense perception,Sakha,Eurasia,Turkic
1558,oroq1238,1,similar,Sense perception,Oroqen,Eurasia,Tungusic
1558,nucl1643,1,similar,Sense perception,Japanese,Eurasia,Japonic
1558,mand1415,1,similar,Sense perception,Mandarin Chinese,Eurasia,Sino-Tibetan
1558,thai1261,1,similar,Sense perception,Thai,Eurasia,Tai-Kadai
1558,viet1252,1,similar,Sense perception,Vietnamese,Eurasia,Austroasiatic
1558,hmon1333,1,similar,Sense perception,Hmong Daw,Eurasia,Hmong-Mien
1558,indo1316,1,similar,Sense perception,Standard Indonesian,Papunesia,Austronesian
1558,plat1254,1,similar,Sense perception,Plateau Malagasy,Africa,Austronesian
1558,taki1248,1,similar,Sense perception,Takia,Papunesia,Austronesian
1558,hawa1245,1,similar,Sense perception,Hawaiian,Papunesia,Austronesian
1558,yaqu1251,1,similar,Sense perception,Yaqui,North America,Uto-Aztecan
1558,tzot1259,1,similar,Sense perception,Tzotzil,North America,Mayan
1558,kekc1242,1,similar,Sense perception,Q'eqchi',North America,Mayan
1558,mezq1235,1,similar,Sense perception,Mezquital Otomi,North America,Otomanguean
1558,sara1340,1,similar,Sense perception,Saramaccan,South America,Indo-European
1558,imba1240,1,similar,Sense perception,Imbabura Highland Quichua,South America,Quechuan
1558,gali1262,1,similar,Sense perception,Galibi Carib,South America,Cariban
1558,hupd1244,1,similar,Sense perception,Hup,South America,Naduhup
1558,wich1264,1,similar,Sense perception,Güisnay,South America,Mataguayan
1558,mapu1245,0,similar,Sense perception,Mapudungun,South America,Araucanian
1558,kett1243,1,similar,Sense perception,Ket,Eurasia,Yeniseian
1558,chew1245,0,similar,Sense perception,Chewong,Eurasia,Austroasiatic
1558,guri1247,1,similar,Sense perception,Gurindji,Australia,Pama-Nyungan
1264,swah1253,1,change,Spatial relations,Swahili,Africa,Atlantic-Congo
1264,iraq1241,1,change,Spatial relations,Iraqw,Africa,Afro-Asiatic
1264,gaww1239,1,change,Spatial relations,Ale-Gawwada,Africa,Afro-Asiatic
1264,haus1257,1,change,Spatial relations,Hausa,Africa,Afro-Asiatic
1264,cent2050,1,change,Spatial relations,Central Kanuri,Africa,Saharan
1264,tari1263,1,change,Spatial relations,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Africa,Afro-Asiatic
1264,sese1246,1,change,Spatial relations,Seselwa Creole French,Africa,Indo-European
1264,roma1327,1,change,Spatial relations,Romanian,Eurasia,Indo-European
1264,west2376,1,change,Spatial relations,West Slovakian Romani,Eurasia,Indo-European
1264,lowe1385,1,change,Spatial relations,Lower Sorbian,Eurasia,Indo-European
1264,oldh1241,1,change,Spatial relations,Old High German (ca. 750-1050),Eurasia,Indo-European
1264,dutc1256,1,change,Spatial relations,Dutch,Eurasia,Indo-European
1264,stan1293,1,change,Spatial relations,English,Eurasia,Indo-European
1264,kild1236,1,change,Spatial relations,Kildin Saami,Eurasia,Uralic
1264,bezh1248,1,change,Spatial relations,Bezhta,Eurasia,Nakh-Daghestanian
1264,arch1244,1,change,Spatial relations,Archi,Eurasia,Nakh-Daghestanian
1264,mana1288,1,change,Spatial relations,Manange,Eurasia,Sino-Tibetan
1264,yaku1245,1,change,Spatial relations,Sakha,Eurasia,Turkic
1264,oroq1238,1,change,Spatial relations,Oroqen,Eurasia,Tungusic
1264,nucl1643,1,change,Spatial relations,Japanese,Eurasia,Japonic
1264,mand1415,1,change,Spatial relations,Mandarin Chinese,Eurasia,Sino-Tibetan
1264,thai1261,1,change,Spatial relations,Thai,Eurasia,Tai-Kadai
1264,viet1252,1,change,Spatial relations,Vietnamese,Eurasia,Austroasiatic
1264,hmon1333,1,change,Spatial relations,Hmong Daw,Eurasia,Hmong-Mien
1264,indo1316,1,change,Spatial relations,Standard Indonesian,Papunesia,Austronesian
1264,plat1254,1,change,Spatial relations,Plateau Malagasy,Africa,Austronesian
1264,taki1248,0,change,Spatial relations,Takia,Papunesia,Austronesian
1264,hawa1245,1,change,Spatial relations,Hawaiian,Papunesia,Austronesian
1264,yaqu1251,1,change,Spatial relations,Yaqui,North America,Uto-Aztecan
1264,tzot1259,1,change,Spatial relations,Tzotzil,North America,Mayan
1264,kekc1242,1,change,Spatial relations,Q'eqchi',North America,Mayan
1264,mezq1235,1,change,Spatial relations,Mezquital Otomi,North America,Otomanguean
1264,sara1340,1,change,Spatial relations,Saramaccan,South America,Indo-European
1264,imba1240,1,change,Spatial relations,Imbabura Highland Quichua,South America,Quechuan
1264,gali1262,1,change,Spatial relations,Galibi Carib,South America,Cariban
1264,hupd1244,1,change,Spatial relations,Hup,South America,Naduhup
1264,wich1264,1,change,Spatial relations,Güisnay,South America,Mataguayan
1264,mapu1245,1,change,Spatial relations,Mapudungun,South America,Araucanian
1264,kett1243,1,change,Spatial relations,Ket,Eurasia,Yeniseian
1264,chew1245,0,change,Spatial relations,Chewong,Eurasia,Austroasiatic
1264,guri1247,1,change,Spatial relations,Gurindji,Australia,Pama-Nyungan
1294,swah1253,1,zero,Quantity,Swahili,Africa,Atlantic-Congo
1294,iraq1241,1,zero,Quantity,Iraqw,Africa,Afro-Asiatic
1294,gaww1239,0,zero,Quantity,Ale-Gawwada,Africa,Afro-Asiatic
1294,haus1257,1,zero,Quantity,Hausa,Africa,Afro-Asiatic
1294,cent2050,1,zero,Quantity,Central Kanuri,Africa,Saharan
1294,tari1263,1,zero,Quantity,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Africa,Afro-Asiatic
1294,sese1246,1,zero,Quantity,Seselwa Creole French,Africa,Indo-European
1294,roma1327,1,zero,Quantity,Romanian,Eurasia,Indo-European
1294,west2376,1,zero,Quantity,West Slovakian Romani,Eurasia,Indo-European
1294,lowe1385,1,zero,Quantity,Lower Sorbian,Eurasia,Indo-European
1294,oldh1241,0,zero,Quantity,Old High German (ca. 750-1050),Eurasia,Indo-European
1294,dutc1256,1,zero,Quantity,Dutch,Eurasia,Indo-European
1294,stan1293,1,zero,Quantity,English,Eurasia,Indo-European
1294,kild1236,1,zero,Quantity,Kildin Saami,Eurasia,Uralic
1294,bezh1248,1,zero,Quantity,Bezhta,Eurasia,Nakh-Daghestanian
1294,arch1244,1,zero,Quantity,Archi,Eurasia,Nakh-Daghestanian
1294,yaku1245,1,zero,Quantity,Sakha,Eurasia,Turkic
1294,nucl1643,1,zero,Quantity,Japanese,Eurasia,Japonic
1294,mand1415,1,zero,Quantity,Mandarin Chinese,Eurasia,Sino-Tibetan
1294,thai1261,1,zero,Quantity,Thai,Eurasia,Tai-Kadai
1294,viet1252,1,zero,Quantity,Vietnamese,Eurasia,Austroasiatic
1294,hmon1333,1,zero,Quantity,Hmong Daw,Eurasia,Hmong-Mien
1294,indo1316,1,zero,Quantity,Standard Indonesian,Papunesia,Austronesian
1294,plat1254,1,zero,Quantity,Plateau Malagasy,Africa,Austronesian
1294,taki1248,1,zero,Quantity,Takia,Papunesia,Austronesian
1294,hawa1245,1,zero,Quantity,Hawaiian,Papunesia,Austronesian
1294,yaqu1251,1,zero,Quantity,Yaqui,North America,Uto-Aztecan
1294,kekc1242,1,zero,Quantity,Q'eqchi',North America,Mayan
1294,mezq1235,1,zero,Quantity,Mezquital Otomi,North America,Otomanguean
1294,sara1340,0,zero,Quantity,Saramaccan,South America,Indo-European
1294,imba1240,1,zero,Quantity,Imbabura Highland Quichua,South America,Quechuan
1294,gali1262,0,zero,Quantity,Galibi Carib,South America,Cariban
1294,hupd1244,0,zero,Quantity,Hup,South America,Naduhup
1294,wich1264,1,zero,Quantity,Güisnay,South America,Mataguayan
1294,mapu1245,0,zero,Quantity,Mapudungun,South America,Araucanian
1294,kett1243,0,zero,Quantity,Ket,Eurasia,Yeniseian
1294,chew1245,0,zero,Quantity,Chewong,Eurasia,Austroasiatic
1294,guri1247,0,zero,Quantity,Gurindji,Australia,Pama-Nyungan
1493,swah1253,1,one,Quantity,Swahili,Africa,Atlantic-Congo
1493,iraq1241,1,one,Quantity,Iraqw,Africa,Afro-Asiatic
1493,gaww1239,1,one,Quantity,Ale-Gawwada,Africa,Afro-Asiatic
1493,haus1257,1,one,Quantity,Hausa,Africa,Afro-Asiatic
1493,cent2050,1,one,Quantity,Central Kanuri,Africa,Saharan
1493,tari1263,1,one,Quantity,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Africa,Afro-Asiatic
1493,sese1246,1,one,Quantity,Seselwa Creole French,Africa,Indo-European
1493,roma1327,1,one,Quantity,Romanian,Eurasia,Indo-European
1493,west2376,1,one,Quantity,West Slovakian Romani,Eurasia,Indo-European
1493,lowe1385,1,one,Quantity,Lower Sorbian,Eurasia,Indo-European
1493,oldh1241,1,one,Quantity,Old High German (ca. 750-1050),Eurasia,Indo-European
1493,dutc1256,1,one,Quantity,Dutch,Eurasia,Indo-European
1493,stan1293,1,one,Quantity,English,Eurasia,Indo-European
1493,kild1236,1,one,Quantity,Kildin Saami,Eurasia,Uralic
1493,bezh1248,1,one,Quantity,Bezhta,Eurasia,Nakh-Daghestanian
1493,arch1244,1,one,Quantity,Archi,Eurasia,Nakh-Daghestanian
1493,mana1288,1,one,Quantity,Manange,Eurasia,Sino-Tibetan
1493,yaku1245,1,one,Quantity,Sakha,Eurasia,Turkic
1493,oroq1238,1,one,Quantity,Oroqen,Eurasia,Tungusic
1493,nucl1643,1,one,Quantity,Japanese,Eurasia,Japonic
1493,mand1415,1,one,Quantity,Mandarin Chinese,Eurasia,Sino-Tibetan
1493,thai1261,1,one,Quantity,Thai,Eurasia,Tai-Kadai
1493,viet1252,1,one,Quantity,Vietnamese,Eurasia,Austroasiatic
1493,hmon1333,1,one,Quantity,Hmong Daw,Eurasia,Hmong-Mien
1493,indo1316,1,one,Quantity,Standard Indonesian,Papunesia,Austronesian
1493,plat1254,1,one,Quantity,Plateau Malagasy,Africa,Austronesian
1493,taki1248,1,one,Quantity,Takia,Papunesia,Austronesian
1493,hawa1245,1,one,Quantity,Hawaiian,Papunesia,Austronesian
1493,yaqu1251,1,one,Quantity,Yaqui,North America,Uto-Aztecan
1493,tzot1259,1,one,Quantity,Tzotzil,North America,Mayan
1493,kekc1242,1,one,Quantity,Q'eqchi',North America,Mayan
1493,mezq1235,1,one,Quantity,Mezquital Otomi,North America,Otomanguean
1493,sara1340,1,one,Quantity,Saramaccan,South America,Indo-European
1493,imba1240,1,one,Quantity,Imbabura Highland Quichua,South America,Quechuan
1493,gali1262,1,one,Quantity,Galibi Carib,South America,Cariban
1493,hupd1244,1,one,Quantity,Hup,South America,Naduhup
1493,wich1264,1,one,Quantity,Güisnay,South America,Mataguayan
